Id,M,Category,Shift,a_A1,a_A2,a_A3,a_A4,a_B1,a_B2,a_B3,a_B4,a_B5,a_B6,a_B7,a_C1,a_C2,a_C3,a_C4,a_D1,a_D2,a_D3,a_D4,b_C1,b_C2,b_C3,b_C4,LT_A,LT_AA,LT_B,LT_C,LT_D,LT_FA,LT_Plant,LeanBuffer,Out,WIP_A,WIP_AA,WIP_B,WIP_C,WIP_D,WIP_FA,WaitingParts,maxOut,minLT_Plant,minLeanBuffer,minWaitingParts,max_Out,min_LB,min_LTPlant,min_WaitingParts
575,false,Cluster_1,4.0,16.0,2.0,4.0,19.0,5.0,8.0,5.0,12.0,5.0,2.0,10.0,8.0,15.0,8.0,2.0,9.0,20.0,2.0,7.0,128.0,992.0,1024.0,416.0,18.40503551,2.589114214,16.1310912,17.9791949,18.76126285,17.95981079,39.31748915,15355.75,39600.0,2216.25,53.25,2780.5,3374.25,3650.5,3281.0,0.0,39600.0,39.3,15355.75,0.0,39600.0,15355.75,39.3,0.0
691,false,Cluster_1,4.0,16.0,1.0,7.0,2.0,2.0,20.0,5.0,12.0,5.0,9.0,10.0,8.0,19.0,6.0,5.0,13.0,20.0,7.0,7.0,1600.0,992.0,864.0,416.0,14.59669911,2.589114214,15.47729739,17.2868637,18.39640674,17.95801802,38.94353898,16008.25,39600.0,1943.0,53.25,2924.75,3624.75,4181.5,3281.0,0.0,39600.0,38.9,16008.25,0.0,39600.0,16008.25,38.9,0.0
2968,false,Cluster_1,4.0,4.0,4.0,3.0,3.0,9.0,14.0,2.0,4.0,14.0,7.0,8.0,7.0,7.0,10.0,5.0,18.0,16.0,2.0,3.0,1120.0,640.0,160.0,480.0,8.907638646,2.587169769,14.30924625,18.72337715,19.1689126,17.9495887,39.70567107,13214.75,39600.0,1811.5,61.0,2555.25,2713.75,2841.5,3231.75,0.0,39600.0,39.7,13214.75,0.0,39600.0,13214.75,39.7,0.0
3118,false,Cluster_1,4.0,3.0,6.0,1.0,1.0,18.0,11.0,2.0,1.0,13.0,4.0,3.0,7.0,7.0,16.0,14.0,18.0,14.0,3.0,1.0,1120.0,832.0,160.0,480.0,8.086221459,2.587169769,14.92746758,20.44867658,20.48803931,17.9495887,41.08556466,12781.5,39600.0,1787.25,61.0,2220.5,2639.75,2841.25,3231.75,0.0,39600.0,41.1,12781.5,0.0,39600.0,12781.5,41.1,0.0
3131,false,Cluster_1,3.0,5.0,6.0,2.0,8.0,3.0,2.0,3.0,5.0,19.0,1.0,3.0,6.0,6.0,17.0,6.0,18.0,8.0,9.0,3.0,2048.0,928.0,160.0,96.0,16.24474302,4.852772743,17.9973604,24.0850128,23.71348989,21.13413528,50.20542913,12488.75,39600.0,2002.25,54.5,2277.0,2650.75,2786.5,2717.75,0.0,39600.0,50.2,12488.75,0.0,39600.0,12488.75,50.2,0.0
3297,false,Cluster_1,3.0,11.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,10.0,1.0,2.0,6.0,1.0,18.0,1.0,7.0,1.0,1.0,1.0,1120.0,1056.0,128.0,32.0,16.16798607,5.415608205,17.24826229,23.6100044,20.59063739,18.02877802,47.05439063,9928.75,39395.0,1481.5,203.5,2016.25,1879.0,2633.75,1714.75,15998.25,39395.0,47.1,9928.75,4.4,39395.0,9928.75,47.1,4.4
3346,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,4.0,5.0,10.0,3.0,15.0,3.0,2.0,2.0,2.0,16.0,1.0,17.0,1.0,10.0,5.0,2080.0,928.0,128.0,96.0,9.04057532,3.298055173,12.89507127,17.70950215,17.67610764,16.95890396,38.04656388,10527.25,39561.75,1379.5,149.75,2281.25,1981.75,2430.25,2304.75,43523.0,39561.75,38.0,10527.25,12.1,39561.75,10527.25,38.0,12.1
3677,false,Cluster_1,3.0,3.0,1.0,1.0,13.0,3.0,7.0,3.0,1.0,2.0,7.0,7.0,7.0,5.0,17.0,6.0,18.0,7.0,9.0,2.0,1120.0,928.0,160.0,96.0,20.79239268,5.065697487,17.80772388,27.91924635,23.98465633,21.60659828,54.59154212,12062.75,39600.0,1673.5,81.5,2354.75,2671.75,2894.5,2386.75,0.0,39600.0,54.6,12062.75,0.0,39600.0,12062.75,54.6,0.0
3942,false,Cluster_1,4.0,15.0,1.0,4.0,12.0,9.0,7.0,1.0,1.0,10.0,3.0,5.0,6.0,5.0,13.0,9.0,17.0,8.0,10.0,1.0,2048.0,928.0,160.0,128.0,16.01908784,2.708690375,13.59210224,16.58316281,20.78890003,18.39843404,41.89602445,11953.75,39600.0,1956.75,78.25,2082.0,2112.0,2765.5,2959.25,1494.75,39600.0,41.9,11953.75,0.4,39600.0,11953.75,41.9,0.4
4036,false,Cluster_1,3.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,10.0,1.0,3.0,1.0,2.0,2.0,1120.0,1056.0,128.0,96.0,15.25359835,5.812133602,17.41149818,21.06318598,21.04166339,16.23375651,43.37927326,9617.0,39198.25,1232.5,232.0,2155.25,1840.0,2662.25,1495.0,38013.0,39198.25,43.4,9617.0,10.6,39198.25,9617.0,43.4,10.6
4108,false,Cluster_1,2.0,4.0,1.0,1.0,1.0,7.0,14.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,16.0,1.0,3.0,1.0,2.0,2.0,1280.0,1056.0,160.0,64.0,15.12201331,5.225443385,18.79723305,20.72321443,21.51115959,16.73344222,43.47004519,9422.5,38961.5,1216.5,246.75,2074.5,1899.0,2603.25,1382.5,36029.0,38961.5,43.5,9422.5,10.0,38961.5,9422.5,43.5,10.0
4114,false,Cluster_1,4.0,5.0,6.0,2.0,1.0,19.0,4.0,1.0,4.0,19.0,3.0,2.0,11.0,5.0,13.0,1.0,17.0,8.0,11.0,5.0,2048.0,928.0,448.0,64.0,8.926185364,2.708557158,14.96537881,16.08130909,19.18247277,18.39571652,40.28674645,12053.0,39600.0,1847.25,78.0,2196.0,2339.0,2633.75,2959.0,388.0,39600.0,40.3,12053.0,0.1,39600.0,12053.0,40.3,0.1
4237,false,Cluster_1,2.0,4.0,1.0,2.0,1.0,3.0,14.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,16.0,1.0,3.0,1.0,2.0,2.0,1280.0,1056.0,160.0,96.0,15.55522173,5.249997803,18.39840186,20.72474555,21.23679286,16.64274927,43.12953993,9420.25,38931.0,1291.25,251.0,2017.75,1928.0,2561.75,1370.5,34317.0,38931.0,43.1,9420.25,9.5,38931.0,9420.25,43.1,9.5
4386,false,Cluster_1,3.0,8.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,19.0,2.0,1.0,2.0,2.0,10.0,1.0,3.0,2.0,2.0,2.0,1344.0,1056.0,128.0,96.0,17.37716059,5.831726498,16.44808449,19.90090325,20.96000936,16.31990138,43.11163724,9482.0,38980.0,1395.75,216.75,1912.25,1983.0,2608.25,1366.0,41114.0,38980.0,43.1,9482.0,11.4,38980.0,9482.0,43.1,11.4
4441,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,13.0,3.0,1.0,1.0,10.0,2.0,2.0,6.0,1.0,17.0,1.0,6.0,5.0,1.0,1.0,1120.0,1056.0,160.0,32.0,9.507758315,3.179166959,13.6720449,15.66669113,19.09360818,17.82016088,40.09293602,9692.75,39600.0,1383.0,146.0,1918.5,1611.75,2305.5,2328.0,66929.5,39600.0,40.1,9692.75,18.6,39600.0,9692.75,40.1,18.6
4549,false,Cluster_1,2.0,3.0,1.0,1.0,1.0,14.0,8.0,3.0,3.0,15.0,1.0,2.0,2.0,1.0,19.0,1.0,3.0,1.0,2.0,2.0,1120.0,1056.0,160.0,96.0,14.86260844,5.783880047,19.27987368,21.02295889,20.65743225,16.94309328,43.99134741,9667.5,39109.25,1245.0,271.75,2237.5,1867.0,2573.0,1473.25,30125.25,39109.25,44.0,9667.5,8.4,39109.25,9667.5,44.0,8.4
4801,false,Cluster_1,3.0,5.0,1.0,3.0,2.0,7.0,11.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,18.0,1.0,3.0,1.0,2.0,2.0,1344.0,1056.0,160.0,96.0,17.02342106,5.849728686,18.17481117,19.95229543,20.92957855,15.86595504,42.64526228,9457.25,38864.0,1383.5,231.25,2006.5,1971.25,2564.5,1300.25,41261.25,38864.0,42.6,9457.25,11.5,38864.0,9457.25,42.6,11.5
4869,false,Cluster_1,3.0,11.0,1.0,2.0,1.0,3.0,7.0,3.0,3.0,10.0,1.0,2.0,2.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1120.0,1056.0,160.0,96.0,16.19803195,5.727642821,17.71027454,21.68568117,20.56025357,17.08159729,44.65531062,9782.75,39336.0,1405.75,216.5,2147.0,1864.25,2558.0,1591.25,20407.75,39336.0,44.7,9782.75,5.7,39336.0,9782.75,44.7,5.7
4984,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,7.0,1.0,3.0,5.0,2.0,2.0,1088.0,1056.0,160.0,96.0,10.00410118,3.515659484,11.91056479,15.02709715,17.9938437,16.75933973,38.26884292,9478.25,39473.25,1336.75,180.0,1785.75,1809.25,2419.75,1946.75,75706.5,39473.25,38.3,9478.25,21.0,39473.25,9478.25,38.3,21.0
5000,false,Cluster_1,4.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,12.0,7.0,2.0,2.0,2.0,20.0,1.0,7.0,2.0,3.0,1.0,1120.0,960.0,128.0,96.0,9.208638837,3.326080852,12.92558667,16.71747663,17.57403533,16.80960199,37.70971817,10023.5,39542.0,1330.25,194.5,2145.75,1726.25,2593.25,2033.5,56673.75,39542.0,37.7,10023.5,15.7,39542.0,10023.5,37.7,15.7
5004,false,Cluster_1,2.0,4.0,4.0,1.0,1.0,3.0,13.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,16.0,1.0,3.0,3.0,2.0,2.0,1280.0,1056.0,160.0,96.0,14.86720439,5.274938789,18.15229405,20.44214928,21.21203222,17.52818652,44.01515753,9799.25,39091.75,1438.75,229.25,2041.25,2049.25,2562.5,1478.25,16522.5,39091.75,44.0,9799.25,4.6,39091.75,9799.25,44.0,4.6
5081,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,13.0,1.0,2.0,2.0,2.0,18.0,1.0,5.0,1.0,8.0,2.0,1056.0,864.0,160.0,96.0,8.706480813,2.999470149,11.46190532,15.57940544,16.77625454,16.21688393,35.99260861,9991.0,39600.0,1417.5,146.5,1993.25,1624.5,2603.25,2206.0,81109.0,39600.0,36.0,9991.0,22.5,39600.0,9991.0,36.0,22.5
5094,false,Cluster_1,3.0,8.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,19.0,2.0,1.0,2.0,2.0,10.0,1.0,3.0,2.0,2.0,2.0,1344.0,1056.0,128.0,96.0,17.95865616,5.83149245,16.58122,19.9004014,20.96782404,16.32449917,43.12381567,9508.0,38976.25,1476.25,218.75,1859.0,1983.0,2606.5,1364.5,39030.25,38976.25,43.1,9508.0,10.8,38976.25,9508.0,43.1,10.8
5155,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,8.0,8.0,1.0,3.0,15.0,1.0,2.0,6.0,1.0,18.0,1.0,17.0,4.0,1.0,2.0,1056.0,928.0,160.0,32.0,9.278717299,3.31968455,13.77497482,21.26775293,18.89186557,18.07569568,42.66313316,10489.25,39600.0,1419.75,124.5,2012.0,2039.75,2429.0,2464.25,6100.0,39600.0,42.7,10489.25,1.7,39600.0,10489.25,42.7,1.7
5184,false,Cluster_1,2.0,4.0,1.0,2.0,2.0,3.0,14.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,16.0,1.0,5.0,1.0,2.0,2.0,1280.0,1024.0,160.0,96.0,16.25658367,5.50053564,18.50442454,20.70291807,21.26809495,17.35827149,44.1592099,9588.75,39014.0,1354.75,247.25,2035.0,1951.5,2538.25,1462.0,27800.25,39014.0,44.2,9588.75,7.7,39014.0,9588.75,44.2,7.7
5189,false,Cluster_1,3.0,5.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,10.0,1.0,2.0,2.0,1.0,18.0,1.0,10.0,7.0,2.0,1.0,1184.0,672.0,160.0,96.0,15.29785053,5.21201571,16.17437702,16.83250054,21.39700631,19.53729243,46.14631445,9729.25,39596.75,1399.25,140.0,1921.0,1961.25,2193.75,2114.0,34651.0,39596.75,46.1,9729.25,9.6,39596.75,9729.25,46.1,9.6
5199,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,8.0,8.0,1.0,3.0,15.0,1.0,2.0,6.0,1.0,18.0,1.0,17.0,4.0,1.0,2.0,1056.0,928.0,160.0,32.0,9.278717299,3.31968455,13.77497482,21.26775293,18.89186557,18.07569568,42.66313316,10489.25,39600.0,1419.75,124.5,2012.0,2039.75,2429.0,2464.25,6100.0,39600.0,42.7,10489.25,1.7,39600.0,10489.25,42.7,1.7
5356,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,13.0,3.0,1.0,1.0,10.0,2.0,2.0,6.0,1.0,17.0,1.0,6.0,5.0,1.0,1.0,1120.0,1056.0,160.0,32.0,9.507758315,3.179166959,13.6720449,15.66669113,19.09360818,17.82016088,40.09293602,9692.75,39600.0,1383.0,146.0,1918.5,1611.75,2305.5,2328.0,66929.5,39600.0,40.1,9692.75,18.6,39600.0,9692.75,40.1,18.6
5434,false,Cluster_1,4.0,4.0,6.0,2.0,1.0,4.0,8.0,4.0,1.0,12.0,2.0,15.0,2.0,6.0,17.0,1.0,20.0,7.0,9.0,5.0,1600.0,672.0,352.0,64.0,8.656961107,3.030831454,15.81365893,16.43495461,17.37679748,18.02210008,38.42972901,11849.5,39600.0,1832.0,113.75,2252.0,2195.0,2642.5,2814.25,27654.5,39600.0,38.4,11849.5,7.7,39600.0,11849.5,38.4,7.7
5502,false,Cluster_1,2.0,4.0,1.0,1.0,1.0,7.0,14.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,16.0,1.0,3.0,1.0,2.0,2.0,1280.0,1056.0,160.0,64.0,15.12201331,5.225443385,18.79723305,20.72321443,21.51115959,16.73344222,43.47004519,9422.5,38961.5,1216.5,246.75,2074.5,1899.0,2603.25,1382.5,36029.0,38961.5,43.5,9422.5,10.0,38961.5,9422.5,43.5,10.0
5535,false,Cluster_1,3.0,4.0,6.0,1.0,1.0,3.0,4.0,4.0,1.0,19.0,1.0,2.0,6.0,5.0,17.0,1.0,19.0,7.0,9.0,7.0,1600.0,672.0,128.0,96.0,13.66922306,4.905073831,16.26571501,23.81471401,21.7581191,21.26720763,49.98699547,11703.5,39600.0,1719.25,64.75,2035.5,2706.0,2589.25,2588.75,3617.25,39600.0,50.0,11703.5,1.0,39600.0,11703.5,50.0,1.0
5543,false,Cluster_1,4.0,2.0,1.0,1.0,4.0,13.0,3.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,19.0,1.0,7.0,14.0,1.0,5.0,256.0,928.0,96.0,96.0,9.425631993,2.983003257,13.24902281,15.9420992,17.89995385,17.45905846,38.34201557,10888.75,39600.0,1450.0,141.75,1876.75,2569.25,2158.75,2692.25,36489.0,39600.0,38.3,10888.75,10.1,39600.0,10888.75,38.3,10.1
5587,false,Cluster_1,3.0,2.0,1.0,2.0,1.0,4.0,13.0,2.0,3.0,19.0,2.0,2.0,2.0,1.0,10.0,1.0,7.0,1.0,1.0,2.0,1120.0,1056.0,128.0,64.0,14.33801677,5.399101249,17.98545157,23.64785255,20.13440242,17.74046272,46.78741652,9940.75,39457.5,1284.75,202.75,2204.0,1971.75,2582.25,1695.25,17324.75,39457.5,46.8,9940.75,4.8,39457.5,9940.75,46.8,4.8
5703,false,Cluster_1,3.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,19.0,1.0,8.0,10.0,5.0,17.0,6.0,18.0,7.0,9.0,1.0,1184.0,672.0,352.0,64.0,14.83387715,4.910498243,18.27693142,23.30630575,23.92574457,21.23800869,50.0742515,11366.0,39600.0,1406.25,64.75,2151.25,2326.75,2827.75,2589.25,2370.0,39600.0,50.1,11366.0,0.7,39600.0,11366.0,50.1,0.7
5724,false,Cluster_1,4.0,2.0,1.0,1.0,1.0,13.0,3.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,2.0,1.0,1.0,1120.0,1056.0,160.0,96.0,9.410943794,3.34908862,13.95158746,17.92278918,18.22377879,16.91549076,38.54778309,9344.0,39524.5,1311.25,196.25,1871.25,1560.25,2405.0,2000.0,74248.25,39524.5,38.5,9344.0,20.6,39524.5,9344.0,38.5,20.6
5837,false,Cluster_1,3.0,5.0,1.0,1.0,2.0,4.0,15.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,19.0,1.0,2.0,7.0,1.0,1.0,352.0,704.0,128.0,96.0,15.90706592,4.704505209,18.72751054,16.19268128,21.57687053,18.82937392,45.11074965,9293.75,39505.25,1312.5,161.75,1997.0,1715.25,2301.75,1805.5,66530.5,39505.25,45.1,9293.75,18.5,39505.25,9293.75,45.1,18.5
5844,false,Cluster_1,4.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,10.0,1.0,1.0,2.0,1.0,10.0,1.0,10.0,4.0,1.0,2.0,1088.0,1024.0,160.0,64.0,10.68935375,3.539757129,12.15034755,18.58498464,17.59693254,17.85767675,39.98241852,10076.0,39598.5,1483.75,155.25,1891.75,1901.0,2449.75,2194.5,31395.25,39598.5,40.0,10076.0,8.7,39598.5,10076.0,40.0,8.7
5924,false,Cluster_1,4.0,4.0,1.0,2.0,1.0,2.0,11.0,1.0,1.0,12.0,1.0,2.0,2.0,6.0,17.0,1.0,19.0,7.0,8.0,5.0,1600.0,672.0,352.0,32.0,9.39732749,3.01797189,12.7722862,15.36507667,17.3801503,18.01984016,38.41796235,11081.25,39600.0,1486.25,113.75,1893.25,2131.25,2642.5,2814.25,28951.75,39600.0,38.4,11081.25,8.0,39600.0,11081.25,38.4,8.0
5995,false,Cluster_1,3.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,19.0,1.0,2.0,7.0,1.0,1.0,352.0,704.0,128.0,96.0,16.88132087,4.701193382,16.8262368,16.18255088,21.56689777,18.82144349,45.08953464,9184.75,39507.75,1333.75,160.0,1867.25,1715.75,2302.5,1805.5,69532.25,39507.75,45.1,9184.75,19.3,39507.75,9184.75,45.1,19.3
5998,false,Cluster_1,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,20.0,1.0,3.0,1.0,2.0,1.0,1120.0,992.0,128.0,32.0,9.387338973,3.615466547,11.82972328,14.77872976,17.34549302,15.85577556,36.81673513,8989.0,38964.0,1297.75,227.5,1772.0,1476.25,2493.25,1722.25,146511.25,38964.0,36.8,8989.0,40.7,38964.0,8989.0,36.8,40.7
6077,false,Cluster_1,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,10.0,1.0,2.0,2.0,2.0,18.0,1.0,10.0,7.0,1.0,2.0,1056.0,992.0,160.0,32.0,9.269796273,2.812637699,11.50743628,17.06094093,17.78722826,17.52499068,38.12485663,10319.75,39600.0,1453.0,100.5,1944.5,1865.75,2351.5,2604.5,41977.25,39600.0,38.1,10319.75,11.7,39600.0,10319.75,38.1,11.7
6122,false,Cluster_1,3.0,4.0,6.0,1.0,1.0,4.0,4.0,4.0,1.0,19.0,1.0,2.0,6.0,5.0,17.0,1.0,19.0,7.0,9.0,7.0,1600.0,672.0,128.0,96.0,13.66922306,4.905073831,16.26571501,23.81471401,21.7581191,21.26720763,49.98699547,11703.5,39600.0,1719.25,64.75,2035.5,2706.0,2589.25,2588.75,3617.25,39600.0,50.0,11703.5,1.0,39600.0,11703.5,50.0,1.0
6229,false,Cluster_1,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,13.0,1.0,3.0,5.0,3.0,1.0,1120.0,1120.0,128.0,64.0,9.293765676,3.959829757,11.52668471,16.95218946,18.21469495,17.26394748,39.43847219,9216.75,39508.75,1315.25,234.75,1776.25,1639.25,2222.5,2028.75,80262.5,39508.75,39.4,9216.75,22.3,39508.75,9216.75,39.4,22.3
6248,false,Cluster_1,3.0,12.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,19.0,1.0,3.0,6.0,5.0,17.0,1.0,19.0,8.0,9.0,7.0,1600.0,672.0,96.0,96.0,14.90001698,4.909033261,16.61830389,23.50952638,21.7522087,21.27534177,49.69390141,11900.0,39600.0,1816.75,64.75,2061.0,2779.5,2588.75,2589.25,1106.75,39600.0,49.7,11900.0,0.3,39600.0,11900.0,49.7,0.3
6313,false,Cluster_1,3.0,4.0,6.0,1.0,1.0,3.0,4.0,3.0,1.0,18.0,1.0,2.0,6.0,5.0,17.0,1.0,19.0,8.0,9.0,7.0,1056.0,672.0,128.0,96.0,13.66758624,4.909033261,16.20900655,24.19233913,21.7522087,21.27534177,50.37671416,11726.25,39600.0,1719.0,64.75,2004.5,2760.0,2588.75,2589.25,1106.75,39600.0,50.4,11726.25,0.3,39600.0,11726.25,50.4,0.3
6326,false,Cluster_1,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,13.0,1.0,3.0,7.0,3.0,2.0,1056.0,704.0,128.0,64.0,13.88613045,5.311990688,15.92902631,15.36651887,21.17440812,18.18945898,44.67585778,8984.5,39507.0,1200.5,187.75,1864.5,1797.0,2190.5,1744.25,76956.5,39507.0,44.7,8984.5,21.4,39507.0,8984.5,44.7,21.4
6355,false,Cluster_1,3.0,2.0,1.0,2.0,1.0,13.0,3.0,1.0,1.0,10.0,2.0,2.0,6.0,1.0,17.0,1.0,6.0,1.0,1.0,1.0,1120.0,1056.0,160.0,32.0,14.93579599,5.567159845,18.04596992,23.07677428,21.01071939,17.72708943,46.37102355,9601.0,39303.25,1272.5,200.5,1983.0,1865.75,2628.75,1650.5,17809.0,39303.25,46.4,9601.0,4.9,39303.25,9601.0,46.4,4.9
6366,false,Cluster_1,4.0,2.0,1.0,1.0,1.0,14.0,4.0,4.0,1.0,19.0,2.0,15.0,6.0,5.0,18.0,1.0,19.0,8.0,1.0,7.0,1600.0,672.0,160.0,64.0,8.525792455,2.689368467,16.92070275,15.39908798,18.74935119,18.39108329,39.82980295,11361.0,39600.0,1374.5,78.5,2292.5,2108.5,2548.75,2958.25,5900.75,39600.0,39.8,11361.0,1.6,39600.0,11361.0,39.8,1.6
6481,false,Cluster_1,3.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,18.0,1.0,3.0,2.0,3.0,2.0,1312.0,704.0,160.0,96.0,15.41712817,6.057396681,15.8218284,15.08120654,21.4361786,14.63621104,42.12978633,8472.5,38458.5,1365.5,215.0,1830.0,1567.75,2235.75,1258.5,149106.0,38458.5,42.1,8472.5,41.4,38458.5,8472.5,42.1,41.4
6520,false,Cluster_1,4.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,10.0,2.0,1.0,6.0,1.0,17.0,1.0,6.0,5.0,1.0,2.0,1536.0,1056.0,160.0,32.0,9.669762595,3.622340445,11.60516386,15.99123384,19.46567767,18.0952721,41.18329022,9688.5,39591.75,1462.0,144.5,1825.5,1759.75,2346.25,2150.5,50066.0,39591.75,41.2,9688.5,13.9,39591.75,9688.5,41.2,13.9
6586,false,Cluster_1,4.0,2.0,1.0,1.0,1.0,14.0,3.0,1.0,1.0,17.0,1.0,2.0,2.0,1.0,18.0,1.0,6.0,5.0,1.0,2.0,1120.0,1056.0,160.0,64.0,9.040183283,3.157092954,14.11073898,15.89597413,18.13606014,17.41899055,38.71214365,9544.75,39584.5,1314.5,169.75,1887.0,1697.5,2225.5,2250.5,63060.0,39584.5,38.7,9544.75,17.5,39584.5,9544.75,38.7,17.5
6658,false,Cluster_1,3.0,10.0,1.0,2.0,1.0,4.0,7.0,3.0,3.0,19.0,1.0,2.0,6.0,1.0,8.0,1.0,3.0,2.0,3.0,1.0,960.0,1024.0,128.0,32.0,16.67950583,5.353753742,18.38264512,20.31722205,21.52346227,16.99548698,43.87270299,9597.25,39133.0,1367.75,198.75,2146.0,1784.75,2567.0,1533.0,38744.0,39133.0,43.9,9597.25,10.8,39133.0,9597.25,43.9,10.8
6666,false,Cluster_1,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,13.0,1.0,10.0,1.0,1.0,2.0,1056.0,608.0,160.0,32.0,8.67461767,2.7748359,11.16395103,13.173111,17.16896275,16.70610065,36.64989929,9279.0,39600.0,1344.5,144.75,1828.25,1305.25,2366.75,2289.5,159336.75,39600.0,36.6,9279.0,44.3,39600.0,9279.0,36.6,44.3
6667,false,Cluster_1,4.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,10.0,2.0,2.0,6.0,1.0,17.0,1.0,6.0,5.0,1.0,1.0,1056.0,1056.0,128.0,64.0,10.23525587,3.486258516,11.7148587,17.74820781,18.74081293,18.20744559,40.43451703,9909.25,39546.75,1421.25,153.0,1827.75,1827.5,2483.25,2196.5,27145.75,39546.75,40.4,9909.25,7.5,39546.75,9909.25,40.4,7.5
6681,false,Cluster_1,3.0,2.0,1.0,2.0,1.0,4.0,8.0,1.0,1.0,15.0,1.0,3.0,2.0,1.0,19.0,1.0,3.0,5.0,3.0,2.0,1088.0,768.0,128.0,64.0,14.54816855,5.567103145,17.08695732,15.77768099,21.37242066,17.37456966,44.31409346,9112.25,39499.5,1286.25,183.25,1963.5,1730.5,2168.25,1780.5,72935.25,39499.5,44.3,9112.25,20.3,39499.5,9112.25,44.3,20.3
6687,false,Cluster_1,3.0,9.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,17.0,1.0,3.0,1.0,3.0,2.0,1120.0,1056.0,128.0,64.0,16.15441992,5.801518556,16.77407371,21.04696981,20.83277514,16.23531873,43.35492007,9318.5,39198.25,1353.25,234.75,1861.75,1821.5,2551.75,1495.5,39226.5,39198.25,43.4,9318.5,10.9,39198.25,9318.5,43.4,10.9
6694,false,Cluster_1,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,18.0,1.0,10.0,1.0,2.0,2.0,1088.0,608.0,160.0,96.0,9.341939232,2.758148847,11.13961398,13.92356875,17.13101705,16.62986945,36.51903534,9427.25,39600.0,1447.0,135.0,1836.5,1357.75,2380.25,2270.75,160523.5,39600.0,36.5,9427.25,44.6,39600.0,9427.25,36.5,44.6
6772,false,Cluster_1,3.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,18.0,1.0,3.0,7.0,1.0,1.0,1056.0,704.0,256.0,32.0,15.04371068,5.291648916,15.94096152,15.38206756,21.16746851,17.51070522,43.96982264,9043.25,39550.0,1344.0,162.5,1861.0,1731.75,2183.5,1760.5,78528.5,39550.0,44.0,9043.25,21.8,39550.0,9043.25,44.0,21.8
6774,false,Cluster_1,4.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,10.0,1.0,2.0,6.0,1.0,18.0,1.0,6.0,5.0,1.0,1.0,1056.0,1056.0,160.0,32.0,9.8485664,3.48729159,11.70526559,17.72512632,18.7432109,18.20744559,40.43794808,9813.0,39546.75,1381.25,153.0,1790.25,1808.75,2483.25,2196.5,27752.0,39546.75,40.4,9813.0,7.7,39546.75,9813.0,40.4,7.7
