Id,M,Category,Shift,a_A1,a_A2,a_A3,a_A4,a_B1,a_B2,a_B3,a_B4,a_B5,a_B6,a_B7,a_C1,a_C2,a_C3,a_C4,a_D1,a_D2,a_D3,a_D4,b_C1,b_C2,b_C3,b_C4,LT_A,LT_AA,LT_B,LT_C,LT_D,LT_FA,LT_Plant,LeanBuffer,Out,WIP_A,WIP_AA,WIP_B,WIP_C,WIP_D,WIP_FA,WaitingParts,maxOut,minLT_Plant,minLeanBuffer,minWaitingParts,max_Out,min_LB,min_LTPlant,min_WaitingParts
22839,false,Cluster_6,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,16.0,1.0,2.0,1.0,3.0,1.0,1504.0,224.0,32.0,32.0,12.94798471,2.474286994,14.69187446,11.99535811,20.85411892,14.64203588,37.97044179,7932.25,34929.75,1470.0,121.25,1821.5,1122.0,2362.75,1034.75,655895.25,34929.75,38.0,7932.25,182.2,34929.75,7932.25,38.0,182.2
22842,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,18.0,1.0,1.0,2.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1408.0,608.0,32.0,32.0,15.78709305,6.132792038,17.41540613,14.12193881,22.7014981,13.75750772,42.59179786,8128.75,37884.25,1263.25,228.5,1834.0,1474.0,2229.0,1100.0,140725.5,37884.25,42.6,8128.75,39.1,37884.25,8128.75,42.6,39.1
22848,false,Cluster_1,4.0,8.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,19.0,1.0,2.0,2.0,1.0,15.0,1.0,5.0,1.0,1.0,1.0,960.0,1088.0,64.0,32.0,11.15710642,3.582448319,11.64517258,17.9778333,17.2281392,16.53747241,38.09775402,9713.0,39358.5,1497.75,219.5,1777.75,1649.0,2583.75,1985.25,29242.75,39358.5,38.1,9713.0,8.1,39358.5,9713.0,38.1,8.1
22851,false,Cluster_4,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,17.0,1.0,6.0,5.0,2.0,1.0,1056.0,576.0,64.0,32.0,20.09376131,5.85388989,21.50637776,18.0473085,22.79549787,20.83693425,49.48632201,8436.75,39530.75,933.5,97.5,1673.0,1621.25,2440.0,1671.5,446341.25,39530.75,49.5,8436.75,124.0,39530.75,8436.75,49.5,124.0
22860,false,Cluster_5,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,1.0,2.0,1.0,1376.0,960.0,32.0,32.0,14.86132836,6.412577935,16.60418224,18.86819503,21.26391765,15.88618984,43.56268542,8785.5,38878.5,1151.75,264.25,1827.25,1727.25,2486.25,1328.75,49331.5,38878.5,43.6,8785.5,13.7,38878.5,8785.5,43.6,13.7
22866,false,Cluster_6,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,1088.0,288.0,32.0,32.0,17.09006475,3.342955813,18.83958216,15.51465091,23.12512547,13.58066578,40.04874706,7872.0,35570.25,1368.5,106.0,1871.5,1158.25,2501.75,866.0,491354.25,35570.25,40.0,7872.0,136.5,35570.25,7872.0,40.0,136.5
22871,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,1312.0,576.0,32.0,32.0,9.249177785,3.973117517,11.57347178,10.85055103,19.27190736,15.07229344,38.31731832,8401.5,38808.75,1357.0,234.0,1783.25,1139.5,2234.75,1653.0,234122.5,38808.75,38.3,8401.5,65.0,38808.75,8401.5,38.3,65.0
22879,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,992.0,608.0,32.0,32.0,14.41977599,4.91864353,15.99059203,14.88305133,20.79165329,16.80857283,42.51886965,8407.25,39263.25,1171.75,189.25,1826.75,1285.5,2395.25,1538.75,224511.5,39263.25,42.5,8407.25,62.4,39263.25,8407.25,42.5,62.4
22895,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,1088.0,576.0,32.0,32.0,9.339883246,2.94103557,11.81952345,10.68139283,17.83235958,15.72144458,36.49483973,8504.5,39140.0,1307.0,184.25,1796.75,1077.25,2348.0,1791.25,276548.25,39140.0,36.5,8504.5,76.8,39140.0,8504.5,36.5,76.8
22897,false,Cluster_1,3.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,3.0,2.0,2.0,1.0,1024.0,1056.0,64.0,32.0,15.4490986,5.255721692,17.06084352,20.02703595,22.88350402,16.86882929,45.00805499,9335.5,38985.5,1371.0,203.75,1835.0,1857.0,2630.0,1438.75,27988.75,38985.5,45.0,9335.5,7.8,38985.5,9335.5,45.0,7.8
22905,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1376.0,576.0,32.0,32.0,16.09126762,4.998856299,17.40698371,14.77570666,23.963172,13.43924556,42.40127386,7982.25,37817.5,1229.25,146.0,1831.5,1427.25,2254.5,1093.75,183112.75,37817.5,42.4,7982.25,50.9,37817.5,7982.25,42.4,50.9
22910,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,16.0,1.0,3.0,1.0,3.0,1.0,1376.0,576.0,32.0,32.0,16.1090475,4.999365231,17.40984085,14.77976765,23.71808612,13.44332631,42.16077766,7971.75,37809.75,1230.25,145.25,1829.0,1431.75,2243.5,1092.0,183094.0,37809.75,42.2,7971.75,50.9,37809.75,7971.75,42.2,50.9
22916,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.0,1.0,4.0,1.0,3.0,1.0,1024.0,1088.0,32.0,32.0,9.451482065,3.401049053,12.03535546,17.46592384,17.25589405,16.51083655,37.47551796,9430.5,39169.5,1318.75,222.0,1786.5,1602.0,2599.75,1901.5,55504.0,39169.5,37.5,9430.5,15.4,39169.5,9430.5,37.5,15.4
22917,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1088.0,864.0,32.0,32.0,8.393595559,3.050408833,11.04869339,14.55218207,16.71755115,16.09449688,35.86245686,9311.75,39562.25,1340.25,165.5,1791.5,1426.5,2516.25,2071.75,96630.5,39562.25,35.9,9311.75,26.8,39562.25,9311.75,35.9,26.8
22924,false,Cluster_5,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,12.0,1.0,1.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1376.0,896.0,32.0,32.0,8.94382921,2.946304568,11.1540974,14.65320912,16.99650961,15.96123427,35.90404846,9486.75,39593.25,1414.75,158.25,1777.0,1495.0,2500.75,2141.0,89534.25,39593.25,35.9,9486.75,24.9,39593.25,9486.75,35.9,24.9
22928,false,Cluster_2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,3.0,1.0,1.0,1.0,1472.0,576.0,32.0,32.0,21.91145152,5.655532242,23.07198097,19.45305072,24.84867003,12.94040668,43.44460895,7267.0,36591.5,985.25,80.25,1655.75,1362.5,2568.25,615.0,539157.5,36591.5,43.4,7267.0,149.8,36591.5,7267.0,43.4,149.8
22930,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,1056.0,1088.0,32.0,32.0,9.83984956,3.628057553,12.35420603,17.15284785,17.96118669,16.09245814,37.68170238,9231.75,39135.5,1281.0,241.25,1789.75,1567.25,2566.25,1786.25,77014.25,39135.5,37.7,9231.75,21.4,39135.5,9231.75,37.7,21.4
22931,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,14.0,1.0,2.0,6.0,3.0,1.0,1024.0,992.0,32.0,32.0,8.80016467,3.533083953,11.16757716,13.59397272,17.96970092,16.71342864,38.21621351,9230.75,39587.75,1331.75,193.75,1787.75,1573.25,2246.0,2098.25,126633.5,39587.75,38.2,9230.75,35.2,39587.75,9230.75,38.2,35.2
22932,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1024.0,1088.0,32.0,32.0,9.451482065,3.401049053,12.03535546,17.46592384,17.25589405,16.51083655,37.47551796,9430.5,39169.5,1318.75,222.0,1786.5,1602.0,2599.75,1901.5,55504.0,39169.5,37.5,9430.5,15.4,39169.5,9430.5,37.5,15.4
22934,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,13.0,1.0,3.0,1.0,1.0,1.0,1216.0,544.0,32.0,32.0,13.4544276,6.134140095,15.07699709,13.44986257,21.47089346,14.62976531,42.23479886,7987.25,38484.0,1269.0,209.25,1822.75,1168.5,2198.75,1319.0,227292.5,38484.0,42.2,7987.25,63.1,38484.0,7987.25,42.2,63.1
22942,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,3.0,1.0,3.0,1.0,1376.0,928.0,32.0,32.0,9.394057606,3.165518847,11.9620881,14.49989844,17.95680131,15.87569166,36.99801181,9261.25,39565.5,1316.75,226.5,1776.0,1482.0,2492.5,1967.5,157792.25,39565.5,37.0,9261.25,43.8,39565.5,9261.25,37.0,43.8
22950,false,Cluster_1,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,960.0,576.0,64.0,32.0,14.49405131,4.179945089,16.24634787,15.03539348,21.25231338,17.22014758,42.65240605,8522.5,39062.5,1262.25,147.5,1827.75,1274.0,2369.75,1641.25,167232.5,39062.5,42.7,8522.5,46.5,39062.5,8522.5,42.7,46.5
22952,false,Cluster_4,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,960.0,576.0,96.0,32.0,20.11531785,4.0072176,21.41602629,17.8464842,23.54498711,17.45486475,45.00706946,7443.25,38653.0,887.5,61.75,1669.25,1367.0,2480.75,977.0,476108.75,38653.0,45.0,7443.25,132.3,38653.0,7443.25,45.0,132.3
22955,false,Cluster_4,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,17.0,1.0,4.0,5.0,1.0,1.0,1056.0,576.0,64.0,32.0,19.29498033,5.200633385,20.22559057,16.12434434,23.6884078,20.22474246,49.11378364,8666.0,39600.0,966.75,75.25,1703.0,1513.25,2319.5,2088.25,462226.5,39600.0,49.1,8666.0,128.4,39600.0,8666.0,49.1,128.4
22962,false,Cluster_4,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,800.0,576.0,64.0,32.0,19.70776848,4.438480862,20.69170069,17.45884288,24.21420084,20.13906924,48.79175095,8175.75,39508.25,968.5,70.5,1680.75,1381.25,2382.0,1692.75,461912.5,39508.25,48.8,8175.75,128.3,39508.25,8175.75,48.8,128.3
22963,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,1.0,5.0,1.0,1.0,1.0,1088.0,576.0,32.0,32.0,9.339883246,2.94103557,11.81952345,10.68139283,17.83235958,15.72144458,36.49483973,8504.5,39140.0,1307.0,184.25,1796.75,1077.25,2348.0,1791.25,276548.25,39140.0,36.5,8504.5,76.8,39140.0,8504.5,36.5,76.8
22969,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,16.0,1.0,3.0,1.0,3.0,1.0,1376.0,576.0,32.0,32.0,16.09126762,4.998856299,17.40698371,14.77570666,23.963172,13.43924556,42.40127386,7982.25,37817.5,1229.25,146.0,1831.5,1427.25,2254.5,1093.75,183112.75,37817.5,42.4,7982.25,50.9,37817.5,7982.25,42.4,50.9
22970,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1120.0,608.0,32.0,32.0,9.029940232,3.198498779,11.4154853,10.45272036,17.67378634,14.79135071,35.66363583,8601.5,38842.5,1353.25,205.5,1788.5,1173.5,2381.75,1699.0,324080.5,38842.5,35.7,8601.5,90.0,38842.5,8601.5,35.7,90.0
22975,false,Cluster_1,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,13.0,1.0,19.0,5.0,2.0,1.0,1088.0,928.0,64.0,32.0,14.08409758,5.171960691,16.27962264,28.27026637,22.41911592,20.95074815,54.39297521,10345.0,39576.5,1264.25,95.75,1878.75,2445.5,2454.0,2206.75,5900.75,39576.5,54.4,10345.0,1.6,39576.5,10345.0,54.4,1.6
22978,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,10.0,1.0,3.0,1.0,3.0,1.0,1376.0,928.0,32.0,32.0,9.394057606,3.165518847,11.9620881,14.49989844,17.95680131,15.87569166,36.99801181,9261.25,39565.5,1316.75,226.5,1776.0,1482.0,2492.5,1967.5,157792.25,39565.5,37.0,9261.25,43.8,39565.5,9261.25,37.0,43.8
22979,false,Cluster_6,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,1.0,1.0,1.0,1504.0,192.0,32.0,32.0,17.70498876,2.744818521,19.35438302,15.11489251,23.84187282,14.44970185,41.03639319,7867.5,35264.0,1399.0,100.75,1867.75,1218.75,2379.5,901.75,463699.25,35264.0,41.0,7867.5,128.8,35264.0,7867.5,41.0,128.8
22980,false,Cluster_2,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,1.0,5.0,1.0,1.0,1.0,992.0,608.0,32.0,32.0,14.50678766,4.715618419,15.80859693,15.16522133,21.02903954,17.31122133,43.0558793,8537.5,39408.5,1202.0,181.75,1826.0,1285.5,2374.25,1668.0,208018.25,39408.5,43.1,8537.5,57.8,39408.5,8537.5,43.1,57.8
22985,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,1088.0,576.0,32.0,32.0,9.233460283,3.024785818,11.65543587,10.63317333,18.52394882,15.50661676,37.0553514,8423.75,39068.25,1322.75,195.0,1778.75,1061.0,2280.5,1785.75,303377.25,39068.25,37.1,8423.75,84.3,39068.25,8423.75,37.1,84.3
22998,false,Cluster_2,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,960.0,576.0,32.0,32.0,20.47994919,3.653862425,21.31196993,17.64339419,23.29562341,17.50742983,44.45691567,7382.0,38643.75,893.25,60.75,1664.75,1360.75,2414.75,987.75,487461.0,38643.75,44.5,7382.0,135.4,38643.75,7382.0,44.5,135.4
23008,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,1504.0,928.0,32.0,32.0,15.04302358,6.875474585,16.75239166,17.32697907,21.7764414,15.36474395,44.01665994,8442.0,38895.75,1151.25,311.25,1815.0,1574.5,2313.75,1276.25,73645.0,38895.75,44.0,8442.0,20.5,38895.75,8442.0,44.0,20.5
23013,false,Cluster_4,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,17.0,1.0,6.0,5.0,1.0,1.0,1056.0,576.0,64.0,32.0,19.68702412,4.078695984,20.50844801,17.03496519,23.31626224,20.88084433,48.27580255,8685.25,39600.0,956.75,64.75,1616.25,1582.0,2371.75,2093.75,449514.0,39600.0,48.3,8685.25,124.9,39600.0,8685.25,48.3,124.9
23016,false,Cluster_5,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,1.0,2.0,1.0,1376.0,960.0,32.0,32.0,14.86132836,6.412577935,16.60418224,18.86819503,21.26391765,15.88618984,43.56268542,8785.5,38878.5,1151.75,264.25,1827.25,1727.25,2486.25,1328.75,49331.5,38878.5,43.6,8785.5,13.7,38878.5,8785.5,43.6,13.7
23018,false,Cluster_1,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1216.0,928.0,64.0,32.0,14.6041797,5.300416606,16.74409171,18.56741113,21.29398966,15.38774748,41.98215375,8871.5,38801.75,1188.5,236.75,1856.5,1688.0,2552.5,1349.25,104560.75,38801.75,42.0,8871.5,29.0,38801.75,8871.5,42.0,29.0
23023,false,Cluster_2,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,2.0,5.0,20.0,1.0,3.0,1.0,1.0,1.0,1376.0,576.0,32.0,32.0,16.10127812,4.941367791,17.4069194,14.71323581,22.04905189,13.39715382,40.3875735,8359.25,37815.5,1224.5,137.25,1834.75,1464.5,2608.25,1090.0,181275.25,37815.5,40.4,8359.25,50.4,37815.5,8359.25,40.4,50.4
23027,false,Cluster_5,4.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,2.0,2.0,1.0,1024.0,1088.0,32.0,32.0,10.15847278,3.221463668,11.81586651,17.52946715,17.44755736,16.70262027,37.58672456,9500.75,39344.0,1381.75,206.75,1791.5,1604.25,2509.0,2007.5,62532.0,39344.0,37.6,9500.75,17.4,39344.0,9500.75,37.6,17.4
23028,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,14.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,1.0,1024.0,608.0,32.0,32.0,9.068007726,3.201639893,11.48978863,11.08258454,17.49408002,15.74456254,36.44028245,8679.25,39353.75,1333.75,176.0,1788.0,1159.25,2347.25,1875.0,214008.5,39353.75,36.4,8679.25,59.4,39353.75,8679.25,36.4,59.4
23031,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,1088.0,576.0,32.0,32.0,9.233460283,3.024785818,11.65543587,10.63317333,18.52394882,15.50661676,37.0553514,8423.75,39068.25,1322.75,195.0,1778.75,1061.0,2280.5,1785.75,303377.25,39068.25,37.1,8423.75,84.3,39068.25,8423.75,37.1,84.3
23037,false,Cluster_4,1.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,10.0,1.0,3.0,1.0,1.0,1.0,960.0,576.0,96.0,32.0,20.42526278,3.775102072,21.59914774,17.83334133,23.35312182,17.5066682,44.63489209,7439.5,38667.5,891.5,60.0,1708.0,1374.0,2421.0,985.0,476820.25,38667.5,44.6,7439.5,132.5,38667.5,7439.5,44.6,132.5
23039,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1120.0,608.0,32.0,32.0,9.029940232,3.198498779,11.4154853,10.45272036,17.67378634,14.79135071,35.66363583,8601.5,38842.5,1353.25,205.5,1788.5,1173.5,2381.75,1699.0,324080.5,38842.5,35.7,8601.5,90.0,38842.5,8601.5,35.7,90.0
23043,false,Cluster_4,1.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,1600.0,256.0,64.0,32.0,21.11441784,3.864370438,22.7350824,17.64741286,23.251283,14.94419408,42.05984752,7307.5,36924.5,1201.25,72.25,1592.75,1401.5,2366.25,673.5,562686.0,36924.5,42.1,7307.5,156.3,36924.5,7307.5,42.1,156.3
23050,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,16.0,1.0,20.0,7.0,1.0,1.0,1152.0,704.0,32.0,32.0,8.651505147,3.04014108,11.1460692,16.71441336,17.73312279,18.24065574,39.01391961,10470.75,39600.0,1383.0,96.25,1796.75,1878.25,2630.25,2686.25,16220.25,39600.0,39.0,10470.75,4.5,39600.0,10470.75,39.0,4.5
23057,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,992.0,608.0,32.0,32.0,14.41977599,4.91864353,15.99059203,14.88305133,20.79165329,16.80857283,42.51886965,8407.25,39263.25,1171.75,189.25,1826.75,1285.5,2395.25,1538.75,224511.5,39263.25,42.5,8407.25,62.4,39263.25,8407.25,42.5,62.4
23061,false,Cluster_2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,1312.0,608.0,32.0,32.0,14.86012454,5.50690992,16.91953566,13.93583908,21.53508083,14.01143516,41.05342591,8196.25,38274.75,1191.25,213.75,1868.25,1465.5,2309.0,1148.5,163160.5,38274.75,41.1,8196.25,45.3,38274.75,8196.25,41.1,45.3
23064,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,17.0,1.0,1.0,6.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1216.0,544.0,32.0,32.0,13.4544276,6.134140095,15.07699709,13.44986257,21.47089346,14.62976531,42.23479886,7987.25,38484.0,1269.0,209.25,1822.75,1168.5,2198.75,1319.0,227292.5,38484.0,42.2,7987.25,63.1,38484.0,7987.25,42.2,63.1
23066,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,1088.0,608.0,32.0,32.0,8.612497105,3.312102101,11.18024311,10.74471394,17.1691414,15.12025263,35.60149613,8654.75,39324.75,1338.25,192.0,1788.5,1133.25,2372.75,1830.0,226058.0,39324.75,35.6,8654.75,62.8,39324.75,8654.75,35.6,62.8
23078,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,1312.0,576.0,32.0,32.0,9.249177785,3.973117517,11.57347178,10.85055103,19.27190736,15.07229344,38.31731832,8401.5,38808.75,1357.0,234.0,1783.25,1139.5,2234.75,1653.0,234122.5,38808.75,38.3,8401.5,65.0,38808.75,8401.5,38.3,65.0
23079,false,Cluster_4,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,17.0,1.0,6.0,5.0,1.0,1.0,1056.0,576.0,64.0,32.0,20.20658107,5.902644508,21.33156192,18.0718326,22.99829558,20.92147722,49.82241731,8403.75,39513.25,980.75,101.5,1614.75,1602.75,2416.0,1688.0,433183.0,39513.25,49.8,8403.75,120.3,39513.25,8403.75,49.8,120.3
23082,false,Cluster_4,1.0,5.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,17.0,1.0,1.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1376.0,928.0,128.0,32.0,21.77004113,5.255863969,20.87858852,19.57527019,22.00384927,16.77383743,44.03355067,8135.75,39459.5,1424.0,73.75,1546.0,1630.25,2347.25,1114.5,415002.0,39459.5,44.0,8135.75,115.3,39459.5,8135.75,44.0,115.3
23084,false,Cluster_2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,3.0,1.0,1.0,1.0,1472.0,576.0,32.0,32.0,21.91145152,5.655532242,23.07198097,19.45305072,24.84867003,12.94040668,43.44460895,7267.0,36591.5,985.25,80.25,1655.75,1362.5,2568.25,615.0,539157.5,36591.5,43.4,7267.0,149.8,36591.5,7267.0,43.4,149.8
23093,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,19.0,1.0,3.0,1.0,3.0,1.0,1376.0,928.0,32.0,32.0,9.394057606,3.165518847,11.9620881,14.49989844,17.95680131,15.87569166,36.99801181,9261.25,39565.5,1316.75,226.5,1776.0,1482.0,2492.5,1967.5,157792.25,39565.5,37.0,9261.25,43.8,39565.5,9261.25,37.0,43.8
23102,false,Cluster_6,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,1.0,1.0,1.0,1504.0,224.0,32.0,32.0,12.54826375,2.49734735,14.33163633,11.59082738,20.12005759,15.12496164,37.74236658,7966.0,35150.5,1499.75,104.5,1821.75,1064.5,2373.5,1102.0,662128.5,35150.5,37.7,7966.0,183.9,35150.5,7966.0,37.7,183.9
23112,false,Cluster_2,3.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,17.0,1.0,1.0,2.0,5.0,16.0,1.0,3.0,2.0,3.0,1.0,1376.0,576.0,32.0,32.0,16.37464755,5.006462716,17.45547746,14.57266544,22.17607968,13.47090292,40.65344531,8631.75,37750.0,1387.0,139.5,1839.75,1544.0,2635.5,1086.0,167246.75,37750.0,40.7,8631.75,46.5,37750.0,8631.75,40.7,46.5
23118,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1024.0,608.0,32.0,32.0,9.044842075,3.180022254,11.49044162,11.17385776,17.32653711,15.6065373,36.11309666,8667.0,39304.75,1329.0,180.25,1787.0,1138.5,2374.5,1857.75,224955.25,39304.75,36.1,8667.0,62.5,39304.75,8667.0,36.1,62.5
23119,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,1344.0,1088.0,32.0,32.0,9.783471892,3.726076269,12.22429531,17.13340105,17.80354288,16.25727912,37.93016591,9289.5,39202.0,1289.75,242.5,1781.5,1588.5,2565.0,1822.25,68944.0,39202.0,37.9,9289.5,19.2,39202.0,9289.5,37.9,19.2
