Iteration;Investment;TP;LeanBuffer;B1;B2;S1;A1;A2;A3;A4;A5;S2;PartsProduced;Throughput;LeadTime;WIP;InvB1;InvB2;InvFastMachine;InvA1;InvA2;InvA3;InvA4;InvA5;InvMultiPurpose;Rank;
158;200000;0,7825;11;6;5;1;94;94;94;93;94;1;563,4;0,7825;69890,412690176;15,2159998315122;10000;0;0;40000;40000;40000;30000;40000;0;119;
159;150000;0,886388888888889;11;5;6;1;90;91;91;92;91;2;638,2;0,886388888888889;61385,8516795545;15,2174112261294;0;10000;0;0;10000;10000;20000;10000;90000;61;
160;120000;0,7675;15;10;5;1;91;90;92;92;92;1;552,6;0,7675;89279,1745484053;19,121424386905;50000;0;0;10000;0;20000;20000;20000;0;99;
161;90000;0,825277777777778;18;8;10;1;90;90;90;91;90;1;594,2;0,825277777777778;94998,9271814664;22,0273604265303;30000;50000;0;0;0;0;10000;0;0;44;
162;150000;0,875555555555556;15;5;10;1;91;90;90;90;90;2;630,4;0,875555555555556;77149,8948805465;18,9449155379851;0;50000;0;10000;0;0;0;0;90000;83;
163;60000;0,7775;10;5;5;1;91;93;90;91;91;1;559,8;0,7775;66097,5442097872;14,2764182791136;0;0;0;10000;30000;0;10000;10000;0;56;
164;120000;0,780555555555555;10;5;5;1;91;93;93;92;93;1;562;0,780555555555555;65131,1458744311;14,177951897744;0;0;0;10000;30000;30000;20000;30000;0;82;
165;150000;0,807222222222223;11;5;6;1;95;94;90;91;94;1;581,2;0,807222222222223;68240,8025788844;15,3706986854006;0;10000;0;50000;40000;0;10000;40000;0;85;
166;70000;0,845833333333333;15;5;10;1;90;90;90;90;92;1;609;0,845833333333333;80867,9747997325;19,1512300886377;0;50000;0;0;0;0;0;20000;0;3;
167;130000;0,793055555555555;10;5;5;1;92;91;93;94;93;1;571;0,793055555555555;64013,4602516739;14,1578165880774;0;0;0;20000;10000;30000;40000;30000;0;78;
168;110000;0,780833333333334;10;5;5;1;92;91;94;92;92;1;562,2;0,780833333333334;65280,136621965;14,1909389746909;0;0;0;20000;10000;40000;20000;20000;0;67;
169;180000;0,8975;14;6;8;1;90;90;90;92;93;2;646,2;0,8975;68433,7256108906;17,2145421907981;10000;30000;0;0;0;0;20000;30000;90000;61;
170;110000;0,883333333333333;10;5;5;1;90;92;90;90;90;2;636;0,883333333333333;58385,5603959364;14,3906828746561;0;0;0;0;20000;0;0;0;90000;7;
171;230000;0,856944444444445;17;8;9;1;92;93;93;95;93;1;617;0,856944444444445;88029,4441279083;21,1402394690291;30000;40000;0;20000;30000;30000;50000;30000;0;106;
172;290000;0,922777777777778;13;5;8;1;92;93;94;94;94;2;664,4;0,922777777777778;63001,9417590168;16,2857623678788;0;30000;0;20000;30000;40000;40000;40000;90000;29;
173;90000;0,761111111111111;14;9;5;1;91;92;91;91;90;1;548;0,761111111111111;85846,7357754559;18,2200266758921;40000;0;0;10000;20000;10000;10000;0;0;105;
174;50000;0,804444444444445;11;5;6;1;90;91;90;93;90;1;579,2;0,804444444444445;67961,9158896423;15,2533765391228;0;10000;0;0;10000;0;30000;0;0;13;
175;110000;0,820277777777778;12;5;7;1;94;93;90;92;90;1;590,6;0,820277777777778;71330,4733734246;16,3321811487584;0;20000;0;40000;30000;0;20000;0;0;28;
176;160000;0,803888888888889;15;10;5;1;92;90;93;93;93;1;578,8;0,803888888888889;85671,7927637647;19,1824596265967;50000;0;0;20000;0;30000;30000;30000;0;111;
177;70000;0,791666666666667;12;6;6;1;94;90;90;91;90;1;570;0,791666666666667;73817,6603455517;16,3147961280682;10000;10000;0;40000;0;0;10000;0;0;79;
178;40000;0,809444444444444;11;5;6;1;90;91;91;91;90;1;582,8;0,809444444444444;67660,0009613397;15,2767380947266;0;10000;0;0;10000;10000;10000;0;0;1;
179;220000;0,909722222222222;13;5;8;1;90;90;94;94;92;2;655;0,909722222222222;61558,7417530856;15,6727835185472;0;30000;0;0;0;40000;40000;20000;90000;51;
180;250000;0,9125;15;5;10;1;90;90;93;93;95;2;657;0,9125;60311,6855818717;15,453886624009;0;50000;0;0;0;30000;30000;50000;90000;52;
181;160000;0,825833333333333;12;6;6;1;94;90;93;93;94;1;594,6;0,825833333333333;70584,580733807;16,261588906233;10000;10000;0;40000;0;30000;30000;40000;0;87;
182;60000;0,798333333333333;14;7;7;1;90;91;91;90;90;1;574,8;0,798333333333333;81611,4153432873;18,2098784389889;20000;20000;0;0;10000;10000;0;0;0;48;
183;120000;0,787222222222222;10;5;5;1;92;93;92;92;93;1;566,8;0,787222222222222;64989,4930258362;14,2430390633033;0;0;0;20000;30000;20000;20000;30000;0;71;
184;250000;0,906666666666667;14;9;5;1;92;92;93;92;93;2;652,8;0,906666666666667;71934,000980066;18,2125499618553;40000;0;0;20000;20000;30000;20000;30000;90000;62;
185;240000;0,915833333333333;10;5;5;1;92;93;93;94;93;2;659,4;0,915833333333333;55235,0397168181;14,1200888325556;0;0;0;20000;30000;30000;40000;30000;90000;36;
186;170000;0,843333333333333;14;5;9;1;93;91;92;93;94;1;607,2;0,843333333333333;76220,4637819525;18,0278012200221;0;40000;0;30000;10000;20000;30000;40000;0;102;
187;150000;0,850277777777778;13;5;8;1;90;90;94;93;95;1;612,2;0,850277777777778;70829,4887707451;16,8753998528302;0;30000;0;0;0;40000;30000;50000;0;82;
188;130000;0,880277777777778;14;6;8;1;90;90;90;90;90;2;633,8;0,880277777777778;72861,3303664884;17,9798798281181;10000;30000;0;0;0;0;0;0;90000;47;
189;200000;0,900277777777778;11;6;5;1;94;90;90;93;93;2;648,2;0,900277777777778;61022,4570949054;15,3119383760851;10000;0;0;40000;0;0;30000;30000;90000;52;
190;70000;0,791111111111111;12;6;6;1;92;90;90;92;91;1;569,6;0,791111111111111;73516,184445252;16,2522029909991;10000;10000;0;20000;0;0;20000;10000;0;80;
191;60000;0,759166666666667;13;8;5;1;90;91;91;91;90;1;546,6;0,759166666666667;81295,1973060026;17,2043418118804;30000;0;0;0;10000;10000;10000;0;0;102;
192;120000;0,815277777777778;14;6;8;1;90;92;92;90;94;1;587;0,815277777777778;79831,2712040139;18,172488680556;10000;30000;0;0;20000;20000;0;40000;0;73;
193;170000;0,845555555555556;13;5;8;1;91;94;94;91;94;1;608,8;0,845555555555556;72882,5700046185;17,2379196586876;0;30000;0;10000;40000;40000;10000;40000;0;89;
194;330000;0,915555555555556;15;6;9;1;93;95;93;94;94;2;659,2;0,915555555555556;73244,1702473458;18,7940675607961;10000;40000;0;30000;50000;30000;40000;40000;90000;49;
195;310000;0,921388888888889;11;5;6;1;95;94;93;94;95;2;663,4;0,921388888888889;59149,6669929303;15,219528529489;0;10000;0;50000;40000;30000;40000;50000;90000;31;
196;320000;0,926666666666667;14;6;8;1;90;95;94;95;95;2;667,2;0,926666666666667;65879,340341513;17,0894040939185;10000;30000;0;0;50000;40000;50000;50000;90000;20;
197;80000;0,795;12;6;6;1;94;92;90;90;90;1;572,4;0,795;73652,6291703301;16,3530722628789;10000;10000;0;40000;20000;0;0;0;0;74;
198;310000;0,916944444444444;14;5;9;1;94;94;93;93;94;2;660,2;0,916944444444444;69065,4048503203;17,7397124512117;0;40000;0;40000;40000;30000;30000;40000;90000;44;
199;120000;0,834166666666667;15;5;10;1;91;91;91;90;94;1;600,6;0,834166666666667;80971,0948051708;19,0068039311916;0;50000;0;10000;10000;10000;0;40000;0;53;
200;190000;0,899722222222222;11;5;6;1;91;91;91;93;93;2;647,8;0,899722222222222;59556,7965146244;14,9703740612388;0;10000;0;10000;10000;10000;30000;30000;90000;53;
201;50000;0,823333333333333;13;5;8;1;90;90;92;90;90;1;592,8;0,823333333333333;74409,4943536838;17,1725980479364;0;30000;0;0;0;20000;0;0;0;3;
202;200000;0,845833333333333;13;5;8;1;90;95;93;95;94;1;609;0,845833333333333;72227,7039407028;17,0956081142996;0;30000;0;0;50000;30000;50000;40000;0;92;
203;20000;0,773055555555556;12;6;6;1;90;90;90;90;90;1;556,6;0,773055555555556;75248,3281003068;16,2424973932883;10000;10000;0;0;0;0;0;0;0;8;
204;230000;0,835833333333333;12;5;7;1;94;93;94;95;95;1;601,8;0,835833333333333;69456,2700983506;16,1878921088527;0;20000;0;40000;30000;40000;50000;50000;0;89;
205;280000;0,912777777777778;18;10;8;1;90;90;94;94;93;2;657,2;0,912777777777778;74004,4312860631;18,9070503956441;50000;30000;0;0;0;40000;40000;30000;90000;54;
206;160000;0,882777777777778;15;5;10;1;90;92;90;90;90;2;635,6;0,882777777777778;75335,0262862512;18,6659022935907;0;50000;0;0;20000;0;0;0;90000;80;
207;240000;0,918055555555556;10;5;5;1;90;94;93;94;94;2;661;0,918055555555556;54510,4882839784;13,9654320046097;0;0;0;0;40000;30000;40000;40000;90000;27;
208;240000;0,841388888888889;12;5;7;1;94;94;94;95;95;1;605,8;0,841388888888889;69217,6667137796;16,2272353292039;0;20000;0;40000;40000;40000;50000;50000;0;86;
209;140000;0,881944444444444;13;5;8;1;91;91;90;90;90;2;635;0,881944444444444;68479,7985078988;16,906354450001;0;30000;0;10000;10000;0;0;0;90000;62;
210;250000;0,907222222222222;14;5;9;1;91;92;92;94;93;2;653,2;0,907222222222222;67634,2553658258;17,2127566236055;0;40000;0;10000;20000;20000;40000;30000;90000;61;
211;300000;0,925;14;5;9;1;90;94;94;95;94;2;666;0,925;64177,092574516;16,6129245478972;0;40000;0;0;40000;40000;50000;40000;90000;26;
212;240000;0,905555555555555;11;5;6;1;93;93;94;92;92;2;652;0,905555555555555;60144,4043745692;15,2184129326881;0;10000;0;30000;30000;40000;20000;20000;90000;55;
213;350000;0,924722222222222;15;10;5;1;94;92;95;95;95;2;665,8;0,924722222222222;73974,6148208563;19,0907395541878;50000;0;0;40000;20000;50000;50000;50000;90000;30;
214;320000;0,916111111111111;18;10;8;1;91;92;93;95;94;2;659,6;0,916111111111111;81682,3211765215;20,9730503639864;50000;30000;0;10000;20000;30000;50000;40000;90000;48;
215;180000;0,896388888888889;14;6;8;1;90;90;90;93;92;2;645,4;0,896388888888889;70043,3314192749;17,5797646492241;10000;30000;0;0;0;0;30000;20000;90000;64;
216;270000;0,915555555555556;15;8;7;1;92;91;92;95;93;2;659,2;0,915555555555556;72485,7686685638;18,5668165180907;30000;20000;0;20000;10000;20000;50000;30000;90000;47;
217;270000;0,910833333333333;18;10;8;1;90;90;94;93;93;2;655,8;0,910833333333333;78354,1396385321;19,9729150019393;50000;30000;0;0;0;40000;30000;30000;90000;57;
218;40000;0,783611111111111;11;5;6;1;91;90;90;90;92;1;564,2;0,783611111111111;69601,6459726679;15,2240443979359;0;10000;0;10000;0;0;0;20000;0;29;
219;120000;0,805833333333334;10;5;5;1;91;90;93;93;95;1;580,2;0,805833333333334;62616,985537041;14,0950710823005;0;0;0;10000;0;30000;30000;50000;0;38;
220;150000;0,895277777777778;12;6;6;1;90;90;90;91;93;2;644,6;0,895277777777778;63684,3330512336;15,9398699013268;10000;10000;0;0;0;0;10000;30000;90000;31;
221;250000;0,914444444444445;12;5;7;1;91;91;94;94;94;2;658,4;0,914444444444445;60416,8584541286;15,4465979790468;0;20000;0;10000;10000;40000;40000;40000;90000;44;
222;230000;0,914722222222222;13;5;8;1;91;90;93;94;93;2;658,6;0,914722222222222;61324,1512172631;15,7039385013735;0;30000;0;10000;0;30000;40000;30000;90000;41;
223;280000;0,918888888888889;14;5;9;1;91;92;93;95;94;2;661,6;0,918888888888889;64592,9696731852;16,6568756914171;0;40000;0;10000;20000;30000;50000;40000;90000;37;
224;290000;0,918611111111111;12;5;7;1;93;93;95;93;94;2;661,4;0,918611111111111;60505,744925077;15,5646988352752;0;20000;0;30000;30000;50000;30000;40000;90000;37;
225;190000;0,832222222222222;12;6;6;1;90;94;93;95;95;1;599,2;0,832222222222222;69502,6584732222;16,1612535869977;10000;10000;0;0;40000;30000;50000;50000;0;90;
226;60000;0,802777777777778;15;5;10;1;90;90;90;90;91;1;578;0,802777777777778;84110,5263960831;18,9885123544458;0;50000;0;0;0;0;0;10000;0;38;
227;290000;0,915;11;6;5;1;94;94;94;92;95;2;658,8;0,915;60246,1502501416;15,3879989204813;10000;0;0;40000;40000;40000;20000;50000;90000;46;
228;270000;0,862777777777778;15;5;10;2;90;90;93;94;95;1;621,2;0,862777777777778;73576,0234676536;17,8441896686931;0;50000;100000;0;0;30000;40000;50000;0;103;
229;280000;0,920277777777778;14;5;9;1;92;92;93;94;94;2;662,6;0,920277777777778;62733,2072214986;16,1708159567559;0;40000;0;20000;20000;30000;40000;40000;90000;34;
230;210000;0,906944444444444;10;5;5;1;91;93;94;93;91;2;653;0,906944444444444;56598,8745632287;14,3163361249269;0;0;0;10000;30000;40000;30000;10000;90000;42;
231;30000;0,776388888888889;11;6;5;1;90;90;91;91;90;1;559;0,776388888888889;70312,0259423959;15,2048870293045;10000;0;0;0;0;10000;10000;0;0;16;
232;190000;0,903055555555555;11;6;5;1;93;90;90;93;93;2;650,2;0,903055555555555;60489,069602986;15,2521358496334;10000;0;0;30000;0;0;30000;30000;90000;44;
233;240000;0,918611111111111;10;5;5;1;91;93;93;94;94;2;661,4;0,918611111111111;54515,0860571429;13,9718802910413;0;0;0;10000;30000;30000;40000;40000;90000;25;
234;280000;0,920833333333333;13;5;8;1;92;92;95;93;94;2;663;0,920833333333333;61740,5913674817;15,9002536773959;0;30000;0;20000;20000;50000;30000;40000;90000;33;
235;180000;0,9075;10;5;5;1;90;92;92;92;93;2;653,4;0,9075;55388,9003608818;14,0226218962586;0;0;0;0;20000;20000;20000;30000;90000;20;
236;210000;0,915277777777778;10;5;5;1;92;91;93;93;93;2;659;0,915277777777778;53833,6956160169;13,7476301885689;0;0;0;20000;10000;30000;30000;30000;90000;16;
237;30000;0,798055555555556;11;5;6;1;90;90;90;91;91;1;574,6;0,798055555555556;68257,9619684412;15,2019023055735;0;10000;0;0;0;0;10000;10000;0;3;
238;230000;0,905833333333333;13;5;8;1;90;93;94;92;92;2;652,2;0,905833333333333;65163,3016217455;16,5617043246609;0;30000;0;0;30000;40000;20000;20000;90000;57;
239;140000;0,792777777777778;10;5;5;1;91;92;94;94;93;1;570,8;0,792777777777778;63965,3714621638;14,1617039613164;0;0;0;10000;20000;40000;40000;30000;0;99;
240;170000;0,904444444444445;10;5;5;1;90;90;93;93;92;2;651,2;0,904444444444445;55278,5272246601;13,9390172833678;0;0;0;0;0;30000;30000;20000;90000;18;
241;50000;0,785555555555555;10;5;5;1;90;90;91;91;93;1;565,6;0,785555555555555;64657,7527599714;14,18713123008;0;0;0;0;0;10000;10000;30000;0;15;
242;40000;0,765833333333333;11;6;5;1;91;90;90;90;92;1;551,4;0,765833333333333;71401,795494306;15,2244120285822;10000;0;0;10000;0;0;0;20000;0;55;
243;110000;0,805833333333333;11;5;6;1;90;92;92;93;93;1;580,2;0,805833333333333;67484,8151143344;15,1606634143659;0;10000;0;0;20000;20000;30000;30000;0;30;
244;280000;0,915277777777778;12;6;6;1;90;95;93;94;95;2;659;0,915277777777778;62770,0745423136;16,0685410198118;10000;10000;0;0;50000;30000;40000;50000;90000;45;
245;210000;0,913611111111111;13;5;8;1;90;90;94;93;92;2;657,8;0,913611111111111;61185,4793020616;15,6380867699436;0;30000;0;0;0;40000;30000;20000;90000;27;
246;230000;0,913055555555556;12;5;7;1;90;91;93;93;95;2;657,4;0,913055555555556;58823,6669986601;15,0227249077495;0;20000;0;0;10000;30000;30000;50000;90000;47;
247;100000;0,843611111111111;14;5;9;1;90;91;91;90;94;1;607,4;0,843611111111111;76486,8220287405;18,0808781868472;0;40000;0;0;10000;10000;0;40000;0;13;
248;20000;0,771111111111111;11;6;5;1;90;90;90;90;91;1;555,2;0,771111111111111;70849,1922323659;15,2104880444682;10000;0;0;0;0;0;0;10000;0;10;
249;250000;0,924166666666666;12;5;7;1;91;90;93;95;95;2;665,4;0,924166666666666;51365,9632073836;13,2612134245606;0;20000;0;10000;0;30000;50000;50000;90000;10;
250;260000;0,911944444444444;13;5;8;1;92;92;94;94;92;2;656,6;0,911944444444444;65087,1234550057;16,6168013420327;0;30000;0;20000;20000;40000;40000;20000;90000;53;
251;310000;0,923888888888889;10;5;5;1;95;93;94;95;95;2;665,2;0,923888888888889;55279,9144104524;14,2542199134156;0;0;0;50000;30000;40000;50000;50000;90000;24;
252;180000;0,894722222222222;13;5;8;1;90;91;91;90;94;2;644,2;0,894722222222222;66242,203641302;16,5869047384323;0;30000;0;0;10000;10000;0;40000;90000;65;
253;10000;0,772222222222222;10;5;5;1;90;90;90;90;91;1;556;0,772222222222222;66059,2024500466;14,2103203652688;0;0;0;0;0;0;0;10000;0;4;
254;300000;0,914166666666667;11;5;6;2;90;90;93;92;95;2;658,2;0,914166666666667;54816,6953729035;13,9844022014279;0;10000;100000;0;0;30000;20000;50000;90000;48;
255;270000;0,916666666666667;13;5;8;1;91;93;95;93;93;2;660;0,916666666666667;63554,2116038829;16,3230223294086;0;30000;0;10000;30000;50000;30000;30000;90000;43;
256;90000;0,784722222222222;10;5;5;1;90;92;92;92;93;1;565;0,784722222222222;64935,6649087962;14,1893673136287;0;0;0;0;20000;20000;20000;30000;0;56;
257;210000;0,838333333333333;13;5;8;2;90;90;92;92;94;1;603,6;0,838333333333333;68323,3441284916;16,0703131460714;0;30000;100000;0;0;20000;20000;40000;0;97;
258;20000;0,7575;10;5;5;1;90;91;90;90;91;1;545,4;0,7575;67127,3390431607;14,187358401119;0;0;0;0;10000;0;0;10000;0;13;
259;290000;0,916666666666667;18;10;8;1;90;90;93;95;94;2;660;0,916666666666667;74344,0025332134;19,0770094189369;50000;30000;0;0;0;30000;50000;40000;90000;45;
260;30000;0,776388888888889;10;5;5;1;90;91;91;91;90;1;559;0,776388888888889;65669,7747131576;14,2255745352465;0;0;0;0;10000;10000;10000;0;0;13;
261;50000;0,806944444444444;12;6;6;1;90;90;90;90;93;1;581;0,806944444444444;72254,5280104249;16,2648137554826;10000;10000;0;0;0;0;0;30000;0;16;
262;230000;0,916111111111111;10;5;5;1;91;93;93;93;94;2;659,6;0,916111111111111;55377,419849441;14,1560555781879;0;0;0;10000;30000;30000;30000;40000;90000;33;
263;160000;0,854166666666667;12;5;7;1;90;91;93;95;95;1;615;0,854166666666667;67025,9732406564;15,9819120028051;0;20000;0;0;10000;30000;50000;50000;0;76;
264;150000;0,801944444444444;10;5;5;1;92;92;93;95;93;1;577,4;0,801944444444444;63583,1959573762;14,2020285696708;0;0;0;20000;20000;30000;50000;30000;0;88;
265;20000;0,785555555555556;11;5;6;1;90;90;91;90;90;1;565,6;0,785555555555556;69708,7846045096;15,2584139584899;0;10000;0;0;0;10000;0;0;0;4;
266;100000;0,789444444444444;10;5;5;1;91;91;92;93;93;1;568,4;0,789444444444444;64520,5566338558;14,1756259701496;0;0;0;10000;10000;20000;30000;30000;0;46;
267;80000;0,816666666666667;12;5;7;1;90;93;91;91;91;1;588;0,816666666666667;71215,9159037084;16,2532473940627;0;20000;0;0;30000;10000;10000;10000;0;22;
268;300000;0,92;13;5;8;1;94;93;93;94;94;2;662,4;0,92;65648,6448081151;16,9072068062475;0;30000;0;40000;30000;30000;40000;40000;90000;35;
269;70000;0,779444444444445;16;10;6;1;90;90;91;90;90;1;561,2;0,779444444444445;92878,4926891571;20,2230581848955;50000;10000;0;0;0;10000;0;0;0;92;
270;10000;0,774166666666667;11;5;6;1;90;90;90;90;90;1;557,4;0,774166666666667;70429,4166135011;15,2291339241058;0;10000;0;0;0;0;0;0;0;4;
271;170000;0,881111111111111;12;5;7;1;93;92;90;91;90;2;634,4;0,881111111111111;65967,5620950832;16,2800436774462;0;20000;0;30000;20000;0;10000;0;90000;72;
272;180000;0,911388888888889;10;5;5;1;90;90;93;94;92;2;656,2;0,911388888888889;51934,9769379509;13,206222511542;0;0;0;0;0;30000;40000;20000;90000;5;
273;10000;0,779444444444445;11;6;5;1;90;90;90;90;90;1;561,2;0,779444444444445;70173,2251140822;15,2492470512105;10000;0;0;0;0;0;0;0;0;3;
274;220000;0,915277777777778;10;5;5;1;91;92;93;93;94;2;659;0,915277777777778;54126,7278825676;13,8154525929039;0;0;0;10000;20000;30000;30000;40000;90000;28;
275;130000;0,878333333333333;14;7;7;1;90;90;90;90;90;2;632,4;0,878333333333333;72851,2809366132;17,9279401543777;20000;20000;0;0;0;0;0;0;90000;53;
276;290000;0,921388888888889;14;6;8;1;90;94;93;95;94;2;663,4;0,921388888888889;67410,3204763635;17,382806777441;10000;30000;0;0;40000;30000;50000;40000;90000;33;
277;290000;0,919444444444445;10;5;5;1;95;93;93;94;95;2;662;0,919444444444445;55537,6945730904;14,2458329274793;0;0;0;50000;30000;30000;40000;50000;90000;32;
278;50000;0,821944444444444;11;5;6;1;90;90;90;92;92;1;591,8;0,821944444444444;66397,073963426;15,2137184012341;0;10000;0;0;0;0;20000;20000;0;1;
279;230000;0,914166666666667;11;5;6;1;90;93;93;93;94;2;658,2;0,914166666666667;58090,5218187352;14,8269175425686;0;10000;0;0;30000;30000;30000;40000;90000;43;
280;180000;0,901666666666667;10;5;5;1;91;93;92;91;92;2;649,2;0,901666666666667;56678,86975115;14,253213065158;0;0;0;10000;30000;20000;10000;20000;90000;43;
281;20000;0,779444444444445;11;5;6;1;90;91;90;90;90;1;561,2;0,779444444444445;70043,8565703821;15,240713373792;0;10000;0;0;10000;0;0;0;0;6;
282;220000;0,913888888888889;10;5;5;1;91;93;93;93;93;2;658;0,913888888888889;55662,7176703991;14,1882111440782;0;0;0;10000;30000;30000;30000;30000;90000;34;
283;80000;0,836944444444445;15;5;10;1;90;90;90;91;92;1;602,6;0,836944444444445;81186,7590212503;19,0384097566587;0;50000;0;0;0;0;10000;20000;0;14;
284;180000;0,825555555555555;12;5;7;1;91;93;94;94;94;1;594,4;0,825555555555555;69717,0991311553;16,1139814814257;0;20000;0;10000;30000;40000;40000;40000;0;90;
285;170000;0,885277777777778;14;6;8;1;90;92;90;90;92;2;637,4;0,885277777777778;72611,7063521024;18,0052846483242;10000;30000;0;0;20000;0;0;20000;90000;85;
286;30000;0,773333333333333;10;5;5;1;90;90;91;90;92;1;556,8;0,773333333333333;65679,9476138825;14,189142066817;0;0;0;0;0;10000;0;20000;0;17;
287;100000;0,878333333333333;10;5;5;1;90;91;90;90;90;2;632,4;0,878333333333333;58633,9374853797;14,3862279326599;0;0;0;0;10000;0;0;0;90000;4;
288;390000;0,921944444444445;18;10;8;2;90;90;94;93;95;2;663,8;0,921944444444445;78458,0833822302;20,2619247833477;50000;30000;100000;0;0;40000;30000;50000;90000;35;
