Iteration;O1Time;O2Power;O3Energy;O4Area;velmax;veloverride;acclimit;ramplimit;dr;dz;InBanaWOdr;InBanaWOrz;InBanaWOdrz;UtBanaWOdr;UtBanaWOrz;UtBanaWOdrz;OP1WOdr;OP1WOrz;OP1WOdrz;OP2WOdr;OP2WOrz;OP2WOdrz;OP3WOdr;OP3WOrz;OP3WOdrz;Time;Power;Energy;Area;Error;Replications;ConstraintViolation
3925;76.368;2727.468018;22095.01953;33.51025796;447;100;30;96;0.395284479;-0.182063113;0.00255138;-0.255718676;-0.490895549;0.17867706;0.49454452;0.487440037;0.19968666;1.026604649;-0.125909274;0.060944306;0.089415643;-0.144738872;0.020517376;-0.563765257;-0.783617571;76.368;2727.468018;22095.01953;33.51025796;0;1;0
3955;66.96;3124.595215;24566.13672;32.12893179;997;100;11;99;0.115822864;-0.263634113;-0.042333162;-0.227672654;-0.493447715;0.195730179;0.476566679;0.484010475;0.15919898;1.051700262;-0.186518287;-0.072670674;0.090726109;-0.100925218;-0.134360064;-0.552437937;-0.231196088;66.96;3124.595215;24566.13672;32.12893179;0;1;0
4017;60;4426.688477;24993.2168;34.07748748;840;100;91;93;0.399861003;-0.263575661;0.026076644;-0.228597745;-0.490110676;0.18119922;0.497040129;0.441293977;0.197647975;0.951620215;-0.110724945;-0.01603538;0.090730903;-0.099917614;0.010699066;-0.638179681;-0.371604819;60;4426.688477;24993.2168;34.07748748;0;1;0
4065;60.552;4264.350586;24124.79297;32.94763061;757;100;91;100;0.346695282;-0.22630442;0.004023436;-0.258403087;-0.491668848;0.104586905;0.476410446;0.499124956;0.199985155;1.04129667;-0.127950624;-0.038997997;0.089658368;-0.144738872;0.010487798;-0.563520003;-0.783735439;60.552;4264.350586;24124.79297;32.94763061;0;1;0
4069;58.104;7202.275879;27104.04883;32.33047294;989;100;96;91;0.305812231;-0.298374007;-0.125008973;-0.228456305;-0.493500949;0.174617874;0.477868109;0.443946079;0.195313617;1.045507764;-0.126946504;-0.102589401;0.090722375;-0.114013498;-0.114690955;-0.551370199;-0.793624925;58.104;7202.275879;27104.04883;32.33047294;0;1;0
4117;66.216;2716.942139;24499.92188;33.29838334;1000;100;17;99;0.368752908;-0.182063113;0.046555498;-0.258403087;-0.490313375;0.150806396;0.475428459;0.440205669;0.157742158;1.038627931;-0.127950624;-0.02202177;0.089641953;-0.144738872;0.00470221;-0.563520003;-0.766550736;66.216;2716.942139;24499.92188;33.29838334;0;1;0
4168;91.752;2023.238525;21715.0957;32.77094938;384;100;35;59;0.39509894;-0.299642435;-0.497283624;-0.307777444;0.241260479;-0.440870135;0.368063409;0.252355231;-0.213471321;2.498196391;0.149617597;0.108875657;-1.646252515;0.056592194;0.155686898;-2.304706646;0.763691614;91.752;2023.238525;21715.0957;32.77094938;0;1;0
4186;126.96;666.2528076;22572.11719;32.11183265;245;100;12;87;0.397851442;-0.286589975;-0.497551715;-0.290309265;0.244819787;-0.432811755;0.370773688;0.257631342;-0.223261299;2.494819838;0.154674965;0.192513329;-1.570837749;0.015541488;-0.311610283;-2.413322036;-0.648514728;126.96;666.2528076;22572.11719;32.11183265;0;1;0
4239;111.624;1040.134521;20044.70117;33.43535143;235;100;95;71;0.368752908;-0.212415764;0.0904358;-0.258403087;-0.491668848;0.134010932;0.476719529;0.440635277;0.158061392;1.038927298;-0.127950624;-0.038997997;0.089670367;-0.144738872;0.006603892;-0.614865322;-0.783735439;111.624;1040.134521;20044.70117;33.43535143;0;1;0
4277;84.432;2495.209229;21711.11719;32.90738397;402;100;19;81;0.200792069;-0.263634113;-0.10684249;-0.231169852;-0.498425477;0.195730179;0.487086965;0.484010475;0.160203338;1.051700262;-0.138529909;0.053019626;0.089583789;-0.114584088;-0.142215653;-0.644784964;-0.783862306;84.432;2495.209229;21711.11719;32.90738397;0;1;0
4300;58.944;5046.490723;25130.04297;35.32022186;964;100;100;100;0.396685959;-0.295451748;0.151881165;-0.286611892;-0.481090037;0.126443409;0.4884256;0.452390616;0.137191434;1.015316012;-0.027718192;0.066047329;0.089171149;-0.106173331;0.007057408;-0.76438091;-0.688799516;58.944;5046.490723;25130.04297;35.32022186;0;1;0
4327;66.696;3309.158203;24309.83008;33.0541913;992;100;15;100;0.364916268;-0.263634113;-0.125052115;-0.228893601;-0.49239096;0.194241902;0.476566679;0.488806262;0.159378846;1.052781146;-0.0949058;-0.022721017;0.089720695;-0.142775687;-0.115800466;-0.552201827;-0.723591363;66.696;3309.158203;24309.83008;33.0541913;0;1;0
4357;112.968;1073.068237;22372.78711;30.59593123;272;100;15;92;0.156672199;-0.299958951;-0.496147541;-0.302196215;0.240883804;-0.423397512;0.370665966;0.24948272;-0.240519927;2.497410964;0.154842527;0.175709806;-1.571386029;0.009311458;-0.167203495;-2.107275417;0.56369869;112.968;1073.068237;22372.78711;30.59593123;0;1;0
4366;145.296;601.1248779;22403.40234;30.98056268;202;100;19;98;0.343985008;-0.296526042;-0.499357591;-0.311943904;0.40537754;-0.366576038;0.368031481;0.249752581;-0.222667191;2.49736076;0.154270177;0.193877106;-1.577940858;0.012366496;-0.329983873;-2.122347954;-0.665664285;145.296;601.1248779;22403.40234;30.98056268;0;1;0
4375;78.672;1266.338257;22834.08398;31.73846335;566;100;11;70;0.38955196;-0.294513782;-0.496374912;-0.26396376;0.496774735;-0.423219389;0.368144725;0.249309211;-0.2247824;2.496960077;0.155224748;-0.272878962;-1.577707321;0.008272157;-0.063633555;-2.123079239;-0.676058522;78.672;1266.338257;22834.08398;31.73846335;0;1;0
4391;96.96;871.9910889;22067.20313;36.51881941;345;99;18;82;0.393661425;-0.29413146;-0.457175166;-0.183927024;0.479224344;-0.038022729;0.49509464;0.454925582;0.181590758;1.031326485;-0.027436478;0.140536742;0.13204202;-0.101023919;-0.065809153;-0.939148215;-0.638843393;96.96;871.9910889;22067.20313;36.51881941;0;1;0
4418;64.824;2843.363281;23506.54297;39.17798573;783;100;48;95;0.352688106;-0.297806546;0.038557252;-0.215757834;-0.00463606;-0.035534426;0.4991973;0.454334536;0.157758478;0.883737709;-0.002447338;0.144010127;0.212981877;-0.125331929;-0.210214123;-0.519767669;-0.798459145;64.824;2843.363281;23506.54297;39.17798573;0;1;0
4490;58.608;4826.783203;25827.22852;33.17435312;859;100;95;99;0.368752908;-0.212540641;0.045553694;-0.258403087;-0.495725372;0.132073567;0.476719529;0.263214158;0.158156938;1.038927298;-0.127950624;-0.038997997;0.089670367;-0.144738872;0.006603892;-0.614865322;-0.783735439;58.608;4826.783203;25827.22852;33.17435312;0;1;0
4517;59.664;5332.873047;28785.25391;31.66203552;998;100;96;91;0.082204901;-0.243478671;-0.48206765;-0.312382224;0.254315502;-0.426936557;0.368028653;0.257631276;-0.225144929;2.497378671;0.150003945;0.178613203;-1.571343565;-0.053089385;-0.010024559;-2.106007535;0.762771324;59.664;5332.873047;28785.25391;31.66203552;0;1;0
4546;121.776;884.7224731;20014.10352;33.60207273;223;100;17;82;0.248976435;-0.2925013;-0.023148749;-0.261485028;-0.372100732;0.192809866;0.476583702;0.22135555;0.193215677;1.026531436;-0.132652073;-0.041981317;0.108805692;-0.099711357;0.107541039;-0.610299038;-0.791633182;121.776;884.7224731;20014.10352;33.60207273;0;1;0
4583;114.984;765.9137573;19835.68164;34.44860939;236;100;21;99;0.370192654;-0.21245516;0.076788968;-0.325258095;-0.19773815;0.068004343;0.475962049;0.440763967;0.159113395;1.041449109;-0.128311122;-0.038999441;0.109095632;-0.10993481;0.006103826;-0.516924898;-0.782177258;114.984;765.9137573;19835.68164;34.44860939;0;1;0
4607;119.664;1256.335327;21652.10742;30.45883867;256;100;85;90;0.392880715;-0.296843739;-0.499609644;-0.30450734;0.254431214;-0.426951985;0.368201434;0.257589698;-0.252747396;2.496895269;0.154577612;0.196137354;-1.567734208;0.012351156;0.001480715;-1.73625641;0.104118177;119.664;1256.335327;21652.10742;30.45883867;0;1;0
4720;89.4;1169.369263;22663.89844;30.5161041;427;100;12;91;0.39657176;-0.299836943;-0.499728365;-0.324023366;0.241260479;-0.441018073;0.368051798;0.257766463;-0.22487577;2.498224174;0.15106027;0.189226798;-1.567610747;0.012309312;-0.410937846;-2.111355877;0.162416262;89.4;1169.369263;22663.89844;30.5161041;0;1;0
4757;82.992;1211.658203;21475.41211;33.9433458;425;100;16;100;0.396712174;-0.262377255;-0.458906304;-0.280301192;-0.002903243;0.051171704;0.477440641;0.441293119;0.198934158;1.018962948;-0.107980784;0.066047329;0.090248544;-0.099948072;0.165004168;-0.773456261;-0.68188488;82.992;1211.658203;21475.41211;33.9433458;0;1;0
4785;101.328;869.5339355;20675.03711;35.23048905;311;99;19;98;0.355278818;-0.295602415;-0.457175166;-0.235051151;0.219236432;-0.054113438;0.490022816;0.481698745;0.191494713;1.039247752;-0.027615548;0.045664059;0.13382955;-0.101027981;-0.000811077;-0.498111896;-0.674018193;101.328;869.5339355;20675.03711;35.23048905;0;1;0
4841;98.256;800.9192505;19204.34766;38.41563604;310;100;19;100;0.396571723;-0.289444171;0.07452146;-0.219665399;-0.192586123;0.140575089;0.497755014;0.280969646;0.14797021;1.026997247;-0.027095838;0.166561437;0.026333544;-0.10144458;0.077049187;-0.620047391;-0.563666217;98.256;800.9192505;19204.34766;38.41563604;0;1;0
4936;91.368;934.4321289;20792.04297;38.0713706;372;99;10;98;0.396370733;-0.299520684;0.051918283;-0.343717485;-0.157323414;0.052768794;0.498092141;0.362116486;0.18237738;0.962575077;-0.005998968;0.199809853;0.029816141;-0.122857585;-0.182253339;-0.425807805;-0.705559205;91.368;934.4321289;20792.04297;38.0713706;0;1;0
4945;76.68;2091.901367;21481.81445;33.38192763;447;98;30;96;0.368752908;-0.228646805;0.00255138;-0.258403087;-0.490895549;0.17867706;0.476719219;0.487440037;0.19968666;1.04037845;-0.128824848;0.060944306;0.08970772;-0.144738872;0.006603892;-0.563765257;-0.783735439;76.68;2091.901367;21481.81445;33.38192763;0;1;0
4951;118.344;1194.565552;22287.89648;30.47991683;256;100;85;90;0.393225664;-0.296843739;-0.499724484;-0.30450734;0.254431214;-0.426952797;0.368201434;0.249104375;-0.253008202;2.496895269;0.154577612;0.178701794;-1.567734208;0.012351156;0.001404014;-1.712339448;0.79145099;118.344;1194.565552;22287.89648;30.47991683;0;1;0
4981;124.92;777.1513672;20358.14063;33.79316664;220;99;19;94;0.370811535;-0.282133044;-0.386576083;-0.444766978;0.383394416;0.197852919;0.478877724;0.498638287;0.148713547;1.002039084;-0.09456905;-0.079458526;0.091476914;-0.133636929;-0.049831189;-0.590615356;-0.637588214;124.92;777.1513672;20358.14063;33.79316664;0;1;0
5035;99.048;884.5237427;21054.00586;35.48883811;342;89;10;99;0.394740236;-0.295404826;-0.454053744;-0.229795762;0.072174442;-0.152185486;0.4884256;0.483374093;0.148269837;1.025585266;-0.02743501;0.101242935;0.093463088;-0.10050314;0.015990551;-1.357792595;-0.795588343;99.048;884.5237427;21054.00586;35.48883811;0;1;0
5063;93.711;925.5999146;20771.72852;37.930709;353;100;14;92;0.361024255;-0.292897542;-0.077987154;-0.22415583;0.104528921;0.073917192;0.490183941;0.455485089;0.147736772;0.995939147;-0.030952394;0.14137239;0.091675658;-0.099322046;-0.065025159;-0.44227702;-0.637379154;93.711;925.5999146;20771.72852;37.930709;0;1;0
5075;57.912;5120.290527;26128.35938;32.94763061;939;100;91;100;0.370313711;-0.22630442;0.004023436;-0.258403087;-0.491668848;0.104586905;0.476410446;0.499124956;0.199985155;1.04129667;-0.127950624;-0.038997997;0.089658368;-0.144738872;0.010487798;-0.563520003;-0.783735439;57.912;5120.290527;26128.35938;32.94763061;0;1;0
5156;67.776;2882.933838;23593.66602;32.06601012;811;100;21;81;0.19614236;-0.263634113;-0.042307747;-0.231169852;-0.498425477;0.195730179;0.480001938;0.484010475;0.15919898;1.051700262;-0.186338643;-0.072634113;0.089566914;-0.10124167;-0.134360064;-0.639704305;-0.783862306;67.776;2882.933838;23593.66602;32.06601012;0;1;0
5166;56.568;7424.182129;28609.73438;32.37451789;994;100;96;98;0.113528168;-0.145074426;-0.117248946;-0.228532563;-0.493281942;0.195730179;0.488083444;0.486890189;-0.035526946;1.146242861;-0.129844767;-0.054369071;0.090726109;-0.114378806;-0.141731109;-0.610455102;-0.231196088;56.568;7424.182129;28609.73438;32.37451789;0;1;0
5199;118.464;1171.266479;22303.00586;30.54438929;256;100;85;90;0.393332106;-0.296843739;-0.499724484;-0.296335314;0.254431583;-0.426952797;0.368193499;0.249104375;-0.252932478;2.496895269;0.154577586;0.178645766;-1.571368682;0.012351156;0.001404014;-1.712339448;0.788843076;118.464;1171.266479;22303.00586;30.54438929;0;1;0
5225;109.344;777.6668701;20899.33008;34.89845451;307;85;17;98;0.399417183;-0.295404826;-0.456705213;-0.460190291;0.229490165;-0.127003646;0.488879633;0.483292455;0.156403874;1.026766182;-0.027415496;0.17872788;0.108317184;-0.100714099;0.019844789;-1.680404642;-0.710580616;109.344;777.6668701;20899.33008;34.89845451;0;1;0
5287;58.056;7244.269531;27658.74414;32.34316946;989;100;96;98;0.365063882;-0.299481801;-0.125008973;-0.228456305;-0.498371325;0.181248046;0.478381051;0.444571514;0.154308584;1.045507764;-0.127040151;-0.100279944;0.090722375;-0.100925218;-0.085935227;-0.551421055;-0.793624925;58.056;7244.269531;27658.74414;32.34316946;0;1;0
5395;95.112;995.3174438;20383.84375;34.28678284;321;100;17;98;0.361266675;-0.299383668;-0.124217935;-0.331788873;-0.150333939;0.080934993;0.478429795;0.444574818;0.158505916;1.027489371;-0.102578021;0.014044763;0.107858594;-0.109382503;0.066351286;-0.622409215;-0.719057563;95.112;995.3174438;20383.84375;34.28678284;0;1;0
5424;65.76;2669.317627;22018.57227;41.39586873;702;100;48;99;0.395007535;-0.299198491;-0.111567126;-0.294176939;-0.009297486;-0.036574555;0.497805504;0.473826698;0.12204294;0.658311733;-0.023550108;0.160514942;0.213929962;-0.110588083;0.090114754;-0.518922167;-0.6941302;65.76;2669.317627;22018.57227;41.39586873;0;1;0
5566;60.6;3821.496338;23933.28906;36.67290529;946;100;48;99;0.342604401;-0.246585836;-0.111567126;-0.288235903;-0.00463606;0.018714332;0.497805504;0.473689001;0.135580252;1.027875097;-0.027688871;0.120318328;0.19418935;-0.124630874;0.090472748;-0.519767669;-0.564009096;60.6;3821.496338;23933.28906;36.67290529;0;1;0
5574;57.264;5485.245117;25819.75977;33.43535143;975;100;95;98;0.368752908;-0.212415764;0.0904358;-0.258403087;-0.491668848;0.134010932;0.476719529;0.440635277;0.158061392;1.038927298;-0.127950624;-0.038997997;0.089670367;-0.144738872;0.006603892;-0.614865322;-0.783735439;57.264;5485.245117;25819.75977;33.43535143;0;1;0
5607;140.904;643.1531372;23985.11133;30.47082566;238;100;18;99;0.395047872;-0.29839253;-0.498005596;-0.323587006;0.240862494;-0.379090968;0.367928605;0.257719678;-0.225599976;2.497366697;0.151091361;0.193351489;-1.565717752;0.010833401;-0.463042153;-0.430582929;-0.116415831;140.904;643.1531372;23985.11133;30.47082566;0;1;0
5630;64.584;3247.202148;23761.03516;33.91143487;822;100;26;99;0.368752908;-0.210578501;0.045553694;-0.258403087;-0.491668848;0.152223494;0.476719529;0.438322673;0.157515433;1.038927298;-0.127950624;0.119765334;0.089635809;-0.144738872;0.007620261;-0.614865322;-0.783735439;64.584;3247.202148;23761.03516;33.91143487;0;1;0
5671;93.336;1689.020996;20354.31836;33.01020085;303;100;61;99;0.368752908;-0.182063113;0.014187968;-0.258403087;-0.491668848;0.106497951;0.476737288;0.440635277;0.199985155;1.03886654;-0.127950624;-0.038997997;0.089641953;-0.144738872;0.006603892;-0.563520003;-0.783735439;93.336;1689.020996;20354.31836;33.01020085;0;1;0
5672;59.712;4076.225098;24712.2793;34.08238517;906;100;50;99;0.368752908;-0.182063113;0.168882699;-0.258403087;-0.491668848;0.106497951;0.476737288;0.440635277;0.199985155;1.03886654;-0.10462835;-0.038997997;0.089641953;-0.144738872;-0.059033973;-0.781689584;-0.720997297;59.712;4076.225098;24712.2793;34.08238517;0;1;0
5708;64.392;3276.017578;26313.30273;31.15499717;766;100;80;93;0.233318084;-0.294688079;-0.498699652;-0.301763937;0.318743171;-0.368573132;0.368271049;0.249384666;-0.225074539;2.497287957;0.155571107;-0.163339744;-1.577785641;0.00722147;-0.131175893;-2.11137067;-0.641798893;64.392;3276.017578;26313.30273;31.15499717;0;1;0
5726;98.41;816.4432983;21565.87305;38.30519436;325;99;19;93;0.393317888;-0.299420574;-0.00015709;-0.290599408;-0.029623248;0.098201681;0.483268735;0.214550379;0.166907304;0.890742703;-0.011459939;0.05933892;0.206256933;-0.084731919;-0.009161411;-0.509760225;-0.679817735;98.41;816.4432983;21565.87305;38.30519436;0;1;0
5734;108;1123.803345;20937.94531;32.58166445;283;100;39;99;0.389637603;-0.249335017;-0.420584849;-0.299456029;0.287220001;-0.371165829;0.371331619;0.261429802;-0.223231811;2.496954616;0.155110732;-0.23246895;-1.571607014;0.089833692;-0.063633555;-2.451446181;-0.714171414;108;1123.803345;20937.94531;32.58166445;0;1;0
5758;123.12;619.4974976;20826.90234;34.91166532;225;100;21;81;0.399939725;-0.297938541;0.107286436;-0.257276806;-0.497296857;0.17962949;0.479398957;0.491812135;0.148092077;1.017677657;-0.086738659;0.140815874;0.093064265;-0.113825367;-0.159445536;-0.656860993;-0.794738265;123.12;619.4974976;20826.90234;34.91166532;0;1;0
5785;60.936;4694.82666;27266.05469;30.68277586;929;100;85;100;0.14391219;-0.299031577;-0.496147541;-0.311351903;0.253884487;-0.426952797;0.368057939;0.252050237;-0.225057219;2.49726594;0.154652645;0.178648471;-1.571386029;0.012351156;-0.021828584;-2.105872524;0.703181426;60.936;4694.82666;27266.05469;30.68277586;0;1;0
5863;102.408;879.0432129;19345.5293;36.25574912;298;100;10;99;0.359533502;-0.299205588;-0.063428072;-0.331769706;-0.002922993;-0.026950988;0.491219969;0.444237636;0.15889233;1.012793018;-0.088070653;0.17388681;0.121393741;-0.109961572;0.068092208;-0.301564472;-0.632758779;102.408;879.0432129;19345.5293;36.25574912;0;1;0
5887;68.112;2399.724365;23593.07031;34.96568072;941;99;21;100;0.395103103;-0.281296187;-0.466603273;-0.321143906;0.348431534;-0.146829517;0.4884256;0.483150016;0.157533348;1.026766182;-0.092372985;0.165196159;0.093063847;-0.101512208;-0.007969054;-0.448325764;-0.164808834;68.112;2399.724365;23593.07031;34.96568072;0;1;0
5935;75.36;2695.881836;28093.98242;30.33882417;777;100;22;100;0.104256955;-0.134412148;-0.498218472;-0.312592836;0.241364042;-0.427320405;0.368208544;0.25747286;-0.243825244;2.497368826;0.148179765;0.19765308;-1.565586499;0.010983572;-0.31663156;-0.479953024;-0.064572652;75.36;2695.881836;28093.98242;30.33882417;0;1;0
6016;79.896;2321.875488;23294.41992;30.71645337;501;100;11;97;0.265233246;-0.205520127;-0.496146631;-0.299298943;0.240120522;-0.371154295;0.368184362;0.253889464;-0.223498401;2.497064248;0.155288105;0.170830497;-1.556786204;0.035271189;-0.191052599;-2.156838728;-0.777187777;79.896;2321.875488;23294.41992;30.71645337;0;1;0
6035;64.728;2852.57666;23392.5332;33.8099431;802;100;27;99;0.368752908;-0.210578501;0.032041494;-0.258403087;-0.490151827;0.073723056;0.487315324;0.438322673;0.157530079;1.038927298;-0.127950624;0.109620702;0.089608746;-0.142531879;0.007620261;-0.56622964;-0.783735439;64.728;2852.57666;23392.5332;33.8099431;0;1;0
6055;57;6871.228027;27763.92969;33.25560767;978;100;96;100;0.116262018;-0.264542116;-0.117461872;-0.227672654;-0.446641728;0.195730179;0.475856576;0.483363878;-0.019406089;1.05970257;-0.106558865;-0.063488373;0.09074316;-0.143478933;-0.113966371;-0.611552156;-0.301771151;57;6871.228027;27763.92969;33.25560767;0;1;0
6057;92.376;1239.549683;21646.2168;31.90894086;384;100;35;52;0.39509894;-0.299642435;-0.497283624;-0.307777444;0.241260479;-0.440870135;0.368063409;0.252355231;-0.213471321;2.498196391;0.149617597;0.108875657;-1.571024154;0.012351156;-0.0421647;-2.304706646;0.796330591;92.376;1239.549683;21646.2168;31.90894086;0;1;0
6066;120.096;755.62854;20841.79688;33.49571245;223;100;17;98;0.397474433;-0.297064197;-0.023148749;-0.261485028;-0.369689395;0.192809866;0.476583702;0.214116979;0.193215677;1.029482987;-0.142514081;-0.047831399;0.108805692;-0.096067756;0.107541039;-0.610299038;-0.791633182;120.096;755.62854;20841.79688;33.49571245;0;1;0
6074;60.072;5068.978027;28341.03711;30.68220996;999;100;81;100;0.14391219;-0.299031577;-0.496147541;-0.311351903;0.252448249;-0.426952797;0.368156764;0.256811114;-0.225057219;2.497273126;0.154566143;0.17865517;-1.571511908;0.012351156;-0.021828584;-2.105872524;0.704466506;60.072;5068.978027;28341.03711;30.68220996;0;1;0
6082;64.44;5816.20459;25483.11328;31.1662506;766;100;75;82;0.233318084;-0.294631749;-0.495933214;-0.301763937;0.318743171;-0.368573132;0.368068107;0.249384666;-0.224943383;2.497287957;0.155571107;-0.163339744;-1.577785641;0.007246257;-0.124355928;-2.105872524;0.429924615;64.44;5816.20459;25483.11328;31.1662506;0;1;0
6149;75.096;1939.484619;21949.01367;34.71079776;456;99;97;100;0.368752908;-0.299046111;0.0904358;-0.259160704;-0.491668848;0.134010932;0.476719529;0.440635277;0.158061392;1.051869209;0.002592284;-0.038997997;0.091056956;-0.147300452;0.006603892;-0.614865322;-0.783735439;75.096;1939.484619;21949.01367;34.71079776;0;1;0
6169;131.16;671.3684692;21187.08594;31.12683677;228;100;20;98;0.350474473;-0.297627886;-0.497924792;-0.226976818;0.33551433;-0.368254788;0.371632781;0.252061593;-0.242665866;2.497266482;0.16713846;0.196319032;-1.566900598;0.011080715;0.082187386;-1.964502246;-0.120684336;131.16;671.3684692;21187.08594;31.12683677;0;1;0
6172;70.008;2290.371826;25492.75586;33.75398988;973;99;13;94;0.390792492;-0.297140977;-0.356790092;-0.463690574;0.417537822;0.186262393;0.478877724;0.448487195;0.149517499;1.023378508;-0.096217354;-0.079289515;0.09139601;-0.132532168;-0.053925978;-0.562146934;-0.637588214;70.008;2290.371826;25492.75586;33.75398988;0;1;0
6219;103.176;1169.804321;19048.65039;34.15402517;271;100;50;99;0.368752908;-0.290158807;0.180950396;-0.271365906;-0.470786202;0.106265276;0.476737288;0.441185286;0.199985155;1.03886654;-0.10462835;-0.038997997;0.089641953;-0.14105323;0.006603892;-0.563520003;-0.791210997;103.176;1169.804321;19048.65039;34.15402517;0;1;0
6233;137.352;555.7038574;19964.25195;35.68907913;213;85;14;99;0.394740587;-0.29533749;-0.456705213;-0.244722332;0.216194383;0.0470097;0.495660413;0.485061187;0.187151436;1.026537244;-0.027713309;0.165297672;0.349778765;-0.09834704;0.004717819;-0.989796003;-0.773095518;137.352;555.7038574;19964.25195;35.68907913;0;1;0
6242;148.488;605.1519775;22479.61719;30.71879038;202;100;23;59;0.39657176;-0.288342402;-0.49729038;-0.234176991;0.241260479;-0.44267481;0.368057939;0.257482056;-0.225841894;2.49817777;0.15106027;0.196491988;-1.567610747;0.012353413;-0.410937846;-2.105872524;0.14771632;148.488;605.1519775;22479.61719;30.71879038;0;1;0
6342;141.384;1034.089233;22364.03711;30.43862144;208;100;55;100;0.366074934;-0.296717203;-0.497915687;-0.312592836;0.246938441;-0.426958439;0.368206523;0.25748553;-0.242671572;2.497268498;0.15110401;0.196350843;-1.567608217;0.012351904;-0.411680159;-1.955679117;-0.116280645;141.384;1034.089233;22364.03711;30.43862144;0;1;0
6373;94.176;906.4592896;20608.02344;37.95416963;347;100;14;92;0.394545754;-0.292897542;-0.077987154;-0.224043834;0.104528921;-0.037712791;0.498944719;0.455421923;0.147736772;0.997401143;-0.02809598;0.14137239;0.091675658;-0.099322046;-0.065025159;-0.44227702;-0.109780962;94.176;906.4592896;20608.02344;37.95416963;0;1;0
6398;128.197;628.244873;20563.88086;34.21498805;219;99;17;98;0.394775987;-0.281296187;-0.457421277;-0.456579347;0.041812297;-0.14673193;0.4884256;0.483150016;0.157533348;1.026766182;-0.02787415;0.164454108;0.093063847;-0.100574072;-0.00823247;-0.445364652;-0.112851075;128.197;628.244873;20563.88086;34.21498805;0;1;0
6413;57.912;7379.957031;27623.49609;32.134402;989;100;96;94;0.158547748;-0.297200007;-0.126416247;-0.228456305;-0.481758507;0.189852444;0.478885152;0.443946079;0.153712065;1.045507764;-0.15251287;-0.100279944;0.090722375;-0.100925218;-0.114690955;-0.551421055;-0.793624925;57.912;7379.957031;27623.49609;32.134402;0;1;0
6417;61.728;3839.349365;24051.93164;35.31881988;882;100;49;97;0.392850138;-0.250435964;-0.118673422;-0.456538385;0.107579419;0.072672829;0.489575097;0.429939748;0.183586912;1.039294986;-0.099075771;0.199823233;0.094061244;-0.100907138;0.119841141;-0.566646104;-0.775587309;61.728;3839.349365;24051.93164;35.31881988;0;1;0
6428;102.312;762.9109497;19735.94531;36.99890703;298;99;10;99;0.359533502;-0.299547912;-0.111174125;-0.331788873;-0.002594817;0.050531183;0.490351727;0.443172623;0.13881527;0.96056037;-0.024539821;0.156597604;0.119781447;-0.109962826;0.068092208;-0.516545078;-0.632758779;102.312;762.9109497;19735.94531;36.99890703;0;1;0
6459;68.328;2296.6604;22824.08203;34.38582394;915;99;17;98;0.396153862;-0.281296187;-0.457421277;-0.456579347;0.348431534;-0.146829517;0.4884256;0.483150016;0.157533348;1.026766182;-0.092372985;0.165196159;0.093063847;-0.100574072;-0.007969054;-0.445325619;-0.112851075;68.328;2296.6604;22824.08203;34.38582394;0;1;0
6488;81.48;1162.094727;20990.66406;39.14848334;453;100;17;87;0.39615698;-0.299232503;0.180565063;-0.429698031;0.095501484;-0.173835058;0.476404711;0.351852582;0.185457027;0.962314289;-0.004964233;0.199612979;0.026650283;-0.099854944;0.135186846;-0.558738278;-0.705424448;81.48;1162.094727;20990.66406;39.14848334;0;1;0
6519;63.216;3170.656006;23534.17578;38.00205035;821;100;50;97;0.399451402;-0.295797347;-0.112172045;-0.235650616;0.154430056;0.072672829;0.489575097;0.424048551;0.137241352;1.039170428;-0.009645659;0.199089157;0.087148783;-0.100514608;0.024458796;-0.566646104;-0.09588245;63.216;3170.656006;23534.17578;38.00205035;0;1;0
6536;94.392;937.7502441;22293.1875;32.76333909;383;99;19;87;0.398230999;-0.2950928;-0.496567883;-0.312703979;0.362387203;-0.403802435;0.370819777;0.257443531;-0.224831607;2.498358885;0.154589293;0.182704021;-1.571478803;-0.100546728;-0.308231276;-2.135445576;-0.144586281;94.392;937.7502441;22293.1875;32.76333909;0;1;0
6564;62.568;3662.281494;27313.6543;31.48989416;979;100;48;99;0.233318084;-0.239459846;-0.498167771;-0.302951208;0.239500594;-0.459374873;0.368213278;0.250108621;-0.215049656;2.498139691;0.149795216;-0.44818374;-1.577852155;0.033521225;-0.125722817;-2.105872524;-0.746348015;62.568;3662.281494;27313.6543;31.48989416;0;1;0
6621;56.976;7002.265625;28666.58008;32.88399404;979;100;91;87;0.115822864;-0.219595262;-0.117461872;-0.227672654;-0.445980163;0.195730179;0.475856576;0.48339395;-0.035159428;1.147119431;-0.105919658;-0.063570938;0.093614004;-0.101498161;-0.216919105;-0.611552156;-0.231196088;56.976;7002.265625;28666.58008;32.88399404;0;1;0
6644;60.864;3869.368164;25252.91797;33.71424133;832;100;55;93;0.366435217;-0.255099427;0.044771256;-0.228495483;-0.499444857;0.156981935;0.479081984;0.441293977;0.197647975;1.047461316;-0.110388694;-0.020874238;0.090623892;-0.099899569;0.010699066;-0.636800399;-0.361990655;60.864;3869.368164;25252.91797;33.71424133;0;1;0
