Iteration;minWIP;minPayOff;maxTP;S1_ActiveNum;S3_ActiveNum;B1_Capacity;B3_Capacity;B4_Capacity;B5_Capacity;B2_Capacity;N2;M3;M6;PartsProduced;Throughput;LeadTime;WIP;TwoOld;OneNew;ParallelMCost;TwoSlow;ThreeSlow;TwoFast;NumBuffers;Replications;ConstraintViolation;Iteration;Rank;
4437;5,76642949987115;12,2873155982094;1,2797619047619;2;3;1;4;3;2;2;1;2;2;215;1,2797619047619;16252,374731163;5,76642949987115;0;1;500000;0;0;1;12;10;0;4437;2;
4438;5,82380001528423;10,7753091309046;1,27857142857143;1;3;1;11;3;2;1;1;2;2;214,8;1,27857142857143;16417,8607076767;5,82380001528423;1;0;500000;0;0;1;18;10;0;4438;3;
4439;53,1682369842502;4,87087717163188;5,62321428571429;1;3;3;14;35;2;2;5;1;2;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;56;10;0;4439;1;
4440;6,76581023041704;11,1639632121797;1,26428571428572;1;3;1;11;8;2;2;1;1;2;212,4;1,26428571428572;19245,8700055359;6,76581023041704;1;0;500000;0;0;1;24;10;0;4440;31;
4441;7,52178556880507;6,84296386916951;2,50714285714286;1;3;1;45;3;2;1;3;2;2;421,2;2,50714285714286;10801,6632461573;7,52178556880507;1;0;250000;0;0;1;52;10;0;4441;6;
4442;4,75240667281091;12,477230187328;1,26904761904762;2;3;1;2;8;2;1;1;2;2;213,2;1,26904761904762;13471,2340588016;4,75240667281091;0;1;500000;0;0;1;14;10;0;4442;4;
4443;53,1682369842502;4,87087717163188;5,62321428571429;1;3;3;14;35;2;2;5;1;2;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;56;10;0;4443;1;
4444;16,1915066083607;4,55887945574314;5,09226190476191;2;3;1;2;7;31;2;6;2;2;855,5;5,09226190476191;11447,9665785881;16,1915066083607;0;1;250000;0;0;1;43;10;0;4444;2;
4445;6,78633409458291;10,5895326601244;1,26904761904762;1;3;1;4;3;2;2;1;1;2;213,2;1,26904761904762;19287,7874613388;6,78633409458291;1;0;500000;0;0;1;12;10;0;4445;26;
4446;14,9412216020041;4,61922865837933;4,85238095238095;1;3;3;5;8;2;1;4;2;2;815,2;4,85238095238095;11078,2204997436;14,9412216020041;1;0;500000;0;0;1;19;10;0;4446;5;
4447;11,029206812393;5,31139491699446;4,60119047619048;2;3;1;2;8;2;1;4;1;2;773;4,60119047619048;8622,27590284989;11,029206812393;0;1;500000;0;0;1;14;10;0;4447;2;
4448;9,27646077036368;5,96247819388923;3,5875;2;3;1;2;5;1;2;3;1;2;602,7;3,5875;9312,70443948323;9,27646077036368;0;1;500000;0;0;1;11;10;0;4448;3;
4449;21,4494535037408;4,14168009913306;4,77857142857143;1;3;9;4;7;2;1;6;2;2;802,8;4,77857142857143;16170,8137584151;21,4494535037408;1;0;250000;0;0;1;23;10;0;4449;9;
4450;54,2617716256757;4,9684950559856;5,52619047619048;1;3;1;36;17;2;1;5;2;2;928,4;5,52619047619048;34401,2753893933;54,2617716256757;1;0;500000;0;0;1;57;10;0;4450;10;
4451;8,78983558080512;11,3014496055929;1,29464285714286;1;3;3;23;3;2;2;1;2;2;217,5;1,29464285714286;24484,5863657476;8,78983558080512;1;0;500000;0;0;1;33;10;0;4451;30;
4452;6,77058956618395;11,2220665862159;1,25952380952381;1;3;1;2;17;2;2;1;2;2;211,6;1,25952380952381;19438,8025017056;6,77058956618395;1;0;500000;0;0;1;24;10;0;4452;33;
4453;36,783814382847;5,03045717426668;5,17916666666667;1;3;3;23;3;2;1;5;2;2;870,1;5,17916666666667;25393,7414877916;36,783814382847;1;0;500000;0;0;1;32;10;0;4453;16;
4454;28,4075839654784;4,03452720016095;5,18690476190476;1;3;3;2;35;1;2;6;1;2;871,4;5,18690476190476;19387,6619698677;28,4075839654784;1;0;250000;0;0;1;43;10;0;4454;6;
4455;39,1920341671142;5,23557574259198;5,48511904761905;2;3;1;14;20;2;2;5;1;2;921,5;5,48511904761905;25562,8785063865;39,1920341671142;0;1;500000;0;0;1;39;10;0;4455;11;
4456;5,16977055960306;11,9425396109648;1,2547619047619;2;1;1;7;8;2;1;1;2;2;210,8;1,2547619047619;14823,8305188493;5,16977055960306;0;1;500000;1;0;0;19;10;0;4456;8;
4457;5,77605264166416;12,5432259630466;1,27619047619048;2;3;1;9;3;2;2;1;2;2;214,4;1,27619047619048;16257,1911907269;5,77605264166416;0;1;500000;0;0;1;17;10;0;4457;9;
4458;54,5934013768512;4,6286884704357;5,36130952380952;2;3;3;14;50;2;2;6;2;2;900,7;5,36130952380952;35251,4434755557;54,5934013768512;0;1;250000;0;0;1;71;10;0;4458;9;
4459;43,7697570957217;8,48238835054162;2,5547619047619;1;3;1;14;33;21;37;2;1;2;429,2;2,5547619047619;61639,125016867;43,7697570957217;1;0;500000;0;0;1;106;10;0;4459;38;
4460;43,973320681016;5,27688154796369;5,49523809523809;2;3;3;14;23;2;2;5;1;2;923,2;5,49523809523809;28378,2500354971;43,973320681016;0;1;500000;0;0;1;44;10;0;4460;13;
4461;22,8368073803489;6,08329225623322;2,98809523809524;1;1;1;4;7;1;2;6;1;2;502;2,98809523809524;27490,1545930162;22,8368073803489;1;0;250000;1;0;0;15;10;0;4461;21;
4462;10,416067490048;5,29244770515748;3,65119047619048;1;3;1;2;8;2;2;3;1;2;613,4;3,65119047619048;10231,0482474289;10,416067490048;1;0;500000;0;0;1;15;10;0;4462;5;
4463;9,04387963887779;6,3861139149033;3,71547619047619;2;3;1;45;3;2;1;3;1;2;624,2;3,71547619047619;8758,10602848344;9,04387963887779;0;1;500000;0;0;1;52;10;0;4463;9;
4464;21,591430398548;3,73563310344327;5,23452380952381;1;3;1;6;9;1;2;6;1;2;879,4;5,23452380952381;14841,7663764375;21,591430398548;1;0;250000;0;0;1;19;10;0;4464;2;
4465;13,0556763829121;5,74360911176401;3,8125;1;3;3;45;8;2;2;3;1;2;640,5;3,8125;12352,2214414162;13,0556763829121;1;0;500000;0;0;1;60;10;0;4465;10;
4466;54,6913736363528;7,81243803068982;2,53333333333333;1;3;3;5;17;2;46;2;2;2;425,6;2,53333333333333;77645,9511681732;54,6913736363528;1;0;500000;0;0;1;73;10;0;4466;43;
4467;24,7963970766073;4,85806674196615;5,20357142857143;1;3;1;11;3;2;2;5;2;2;874,2;5,20357142857143;17147,5041753388;24,7963970766073;1;0;500000;0;0;1;19;10;0;4467;9;
4468;8,30566425411548;6,0681285861815;3,55357142857143;2;3;1;2;8;2;1;3;1;2;597;3,55357142857143;8416,04728606728;8,30566425411548;0;1;500000;0;0;1;14;10;0;4468;1;
4469;5,16525515983604;11,3644285340476;1,26726190476191;2;1;1;2;3;2;1;1;1;2;212,9;1,26726190476191;14641,9026410379;5,16525515983604;0;1;500000;1;0;0;9;10;0;4469;2;
4470;41,1000575715196;5,83097568879851;5,37559523809524;2;3;1;23;7;2;2;6;2;1;903,1;5,37559523809524;27507,490925351;41,1000575715196;0;1;500000;0;0;1;35;10;0;4470;15;
4471;29,8587567557068;4,7091623620598;5,46488095238095;1;3;3;4;17;1;2;5;1;2;918,1;5,46488095238095;19667,4606948519;29,8587567557068;1;0;500000;0;0;1;27;10;0;4471;4;
4472;13,3420001876282;4,78371123653974;4,89047619047619;2;3;1;14;28;2;1;6;1;2;821,6;4,89047619047619;9792,60445500186;13,3420001876282;0;1;250000;0;0;1;46;10;0;4472;2;
4473;33,5016348721154;7,20142224992089;2,48511904761905;1;3;1;2;8;2;27;2;2;2;417,5;2,48511904761905;48298,3641391746;33,5016348721154;1;0;500000;0;0;1;40;10;0;4473;38;
4474;27,3860235224244;3,78410128446407;5,24226190476191;1;3;3;11;7;1;2;6;2;2;880,7;5,24226190476191;18783,6544106231;27,3860235224244;1;0;250000;0;0;1;24;10;0;4474;3;
4475;9,27375906182263;6,02633338204333;3,5875;2;3;1;2;8;2;2;3;1;2;602,7;3,5875;9309,98543452049;9,27375906182263;0;1;500000;0;0;1;15;10;0;4475;4;
4476;21,7729086544246;12,7782417069919;1,26607142857143;1;3;3;23;17;2;15;1;2;2;212,7;1,26607142857143;61971,6610503375;21,7729086544246;1;0;500000;0;0;1;60;10;0;4476;51;
4477;24,7963970766073;4,85806674196615;5,20357142857143;1;3;1;11;3;2;2;5;2;2;874,2;5,20357142857143;17147,5041753388;24,7963970766073;1;0;500000;0;0;1;19;10;0;4477;9;
4478;45,2411046237967;4,86154931083208;5,49285714285714;1;3;1;14;25;2;2;5;1;2;922,8;5,49285714285714;29154,6768090037;45,2411046237967;1;0;500000;0;0;1;44;10;0;4478;10;
4479;38,1680085431285;4,38053366255174;5,3125;2;3;1;4;35;2;2;6;2;2;892,5;5,3125;25446,7741515417;38,1680085431285;0;1;250000;0;0;1;44;10;0;4479;7;
4480;43,8563406917883;4,82955948368577;5,5172619047619;1;3;3;5;31;2;2;5;1;2;926,9;5,5172619047619;28239,5256132568;43,8563406917883;1;0;500000;0;0;1;43;10;0;4480;8;
4481;90,0075098195613;4,59787667686709;5,03690476190476;1;3;26;6;8;1;41;6;2;2;846,2;5,03690476190476;63288,9196677963;90,0075098195613;1;0;250000;0;0;1;82;10;0;4481;23;
4482;15,6541731559649;4,26660857718718;5,01190476190476;2;3;1;4;3;1;2;6;2;2;842;5,01190476190476;11248,0080024518;15,6541731559649;0;1;250000;0;0;1;11;10;0;4482;2;
4483;48,7511862855586;14,4760044001233;1,27142857142857;2;3;1;4;7;2;45;1;1;2;213,6;1,27142857142857;134143,256945889;48,7511862855586;0;1;500000;0;0;1;59;10;0;4483;58;
4484;41,3365629842045;4,76616423274201;4,04702380952381;2;3;1;5;8;2;33;3;2;2;679,9;4,04702380952381;36630,5848436212;41,3365629842045;0;1;250000;0;0;1;49;10;0;4484;16;
4485;14,0679303219253;4,13921537743569;4,64345238095238;1;3;3;2;5;2;1;6;1;2;780,1;4,64345238095238;10910,498783609;14,0679303219253;1;0;250000;0;0;1;13;10;0;4485;6;
4486;28,8492188016728;4,70813476012134;5,42857142857143;1;3;1;14;5;2;2;5;2;2;912;5,42857142857143;19094,962203648;28,8492188016728;1;0;500000;0;0;1;24;10;0;4486;4;
4487;12,0186094375174;6,32626440550534;3,78690476190476;2;3;3;14;35;2;2;3;1;2;636,2;3,78690476190476;11454,9808289309;12,0186094375174;0;1;500000;0;0;1;56;10;0;4487;18;
4488;26,4264295013191;5,13868510888456;5,44226190476191;2;3;3;2;17;2;2;5;2;2;914,3;5,44226190476191;17518,1093238337;26,4264295013191;0;1;500000;0;0;1;26;10;0;4488;5;
4489;5,82380001528423;11,4025620532857;1,27857142857143;1;3;1;23;5;2;1;1;2;2;214,8;1,27857142857143;16417,8607076767;5,82380001528423;1;0;500000;0;0;1;32;10;0;4489;16;
4490;8,36538352713852;6,76110578341507;2,92619047619048;2;3;1;45;8;2;2;3;2;2;491,6;2,92619047619048;10244,8144004252;8,36538352713852;0;1;250000;0;0;1;58;10;0;4490;9;
4491;5,16525515983604;11,5451749123227;1,26726190476191;2;1;1;2;7;2;1;1;1;2;212,9;1,26726190476191;14641,9026410379;5,16525515983604;0;1;500000;1;0;0;13;10;0;4491;4;
4492;49,3706180444312;4,9016282644235;5,51785714285714;1;3;1;14;31;2;2;5;1;2;927;5,51785714285714;31486,413678591;49,3706180444312;1;0;500000;0;0;1;50;10;0;4492;10;
4493;86,0364660975651;4,46297830548633;5,35773809523809;1;3;45;5;41;2;2;6;2;2;900,1;5,35773809523809;56812,8507015976;86,0364660975651;1;0;250000;0;0;1;95;10;0;4493;8;
4494;73,7023013589637;6,80684839462329;4,71666666666667;2;2;42;5;17;2;2;5;2;2;792,4;4,71666666666667;56206,2109766903;73,7023013589637;0;1;500000;0;1;0;68;10;0;4494;31;
4495;9,68035721422518;8,57492591357256;2,5202380952381;1;3;3;49;50;2;1;2;2;2;423,4;2,5202380952381;13796,2890990076;9,68035721422518;1;0;500000;0;0;1;105;10;0;4495;27;
4496;6,67662273447206;7,77300359218609;2,48571428571428;2;3;1;14;7;2;1;2;2;2;417,6;2,48571428571428;9680,42435041315;6,67662273447206;0;1;500000;0;0;1;25;10;0;4496;6;
4497;27,6918352994619;4,27316794222748;5,24821428571429;2;3;1;14;8;4;2;6;2;2;881,7;5,24821428571429;18954,8365078863;27,6918352994619;0;1;250000;0;0;1;29;10;0;4497;6;
4498;4,75249869480037;12,2064765485433;1,26904761904762;2;3;1;2;3;1;1;1;1;2;213,2;1,26904761904762;13471,4922490575;4,75249869480037;0;1;500000;0;0;1;8;10;0;4498;1;
4499;48,3383849448501;4,0023430547749;5,35773809523809;1;3;1;27;20;2;2;6;2;2;900,1;5,35773809523809;31904,4208924663;48,3383849448501;1;0;250000;0;0;1;52;10;0;4499;5;
4500;55,1508564884939;15,1228349491135;1,25535714285714;2;1;3;2;33;2;49;1;1;2;210,9;1,25535714285714;152564,432835235;55,1508564884939;0;1;500000;1;0;0;89;10;0;4500;61;
4501;28,3888609664307;3,91699213011466;5,06666666666667;1;3;3;14;3;2;2;6;1;2;851,2;5,06666666666667;20141,1784162421;28,3888609664307;1;0;250000;0;0;1;24;10;0;4501;7;
4502;25,6031449914945;4,77666317742076;5,43452380952381;1;3;1;2;23;4;1;5;2;2;913;5,43452380952381;16865,6318975783;25,6031449914945;1;0;500000;0;0;1;31;10;0;4502;3;
4503;10,6864685258836;5,84899156012291;3,73392857142857;1;3;1;5;31;20;2;3;1;2;627,3;3,73392857142857;10296,7683203262;10,6864685258836;1;0;500000;0;0;1;59;10;0;4503;12;
4504;6,17987367089933;7,2265723240811;2,35238095238095;2;3;1;2;3;2;1;3;2;2;395,2;2,35238095238095;9482,29732139323;6,17987367089933;0;1;250000;0;0;1;9;10;0;4504;2;
4505;4,75240667281091;12,3418533679356;1,26904761904762;2;3;1;2;5;2;1;1;2;2;213,2;1,26904761904762;13471,2340588016;4,75240667281091;0;1;500000;0;0;1;11;10;0;4505;2;
4506;53,1682369842502;4,87087717163188;5,62321428571429;1;3;3;14;35;2;2;5;1;2;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;56;10;0;4506;1;
4507;24,7285451763108;13,3902881074408;1,2547619047619;2;3;21;2;5;2;1;1;2;2;210,8;1,2547619047619;71241,2113021965;24,7285451763108;0;1;500000;0;0;1;31;10;0;4507;53;
4508;12,8964417168109;4,9954753129937;4,80833333333333;2;3;1;4;50;1;1;6;2;2;807,8;4,80833333333333;9643,06654446743;12,8964417168109;0;1;250000;0;0;1;57;10;0;4508;1;
4509;5,77605264166416;12,9471223267941;1,27619047619048;2;3;1;14;7;2;2;1;1;2;214,4;1,27619047619048;16257,1911907269;5,77605264166416;0;1;500000;0;0;1;26;10;0;4509;16;
4510;7,59728586128085;8,24254207095874;2,54642857142857;2;3;1;14;35;2;2;2;1;2;427,8;2,54642857142857;10762,795291482;7,59728586128085;0;1;500000;0;0;1;54;10;0;4510;13;
4511;28,5548170119853;3,81949499381162;5,22321428571428;1;3;1;14;7;2;2;6;2;2;877,5;5,22321428571428;19585,6682442791;28,5548170119853;1;0;250000;0;0;1;26;10;0;4511;5;
4512;6,17987367089933;7,2265723240811;2,35238095238095;2;3;1;2;3;2;1;3;2;2;395,2;2,35238095238095;9482,29732139323;6,17987367089933;0;1;250000;0;0;1;9;10;0;4512;2;
4513;58,6303813142317;4,20577227849201;5,26130952380952;1;3;7;45;8;2;2;6;1;2;883,9;5,26130952380952;38857,285997475;58,6303813142317;1;0;250000;0;0;1;64;10;0;4513;13;
4514;44,822625255937;12,8229795221164;1,26190476190476;1;3;40;14;3;2;1;1;2;2;212;1,26190476190476;126214,848636881;44,822625255937;1;0;500000;0;0;1;60;10;0;4514;56;
4515;6,50633221437574;7,66457888058225;2,43869047619048;2;3;1;2;8;2;1;2;2;2;409,7;2,43869047619048;9619,52792183949;6,50633221437574;0;1;500000;0;0;1;14;10;0;4515;9;
4516;35,4015740168293;4,3356422099686;5,32857142857143;2;3;1;2;35;1;2;6;1;2;895,2;5,32857142857143;23706,460827136;35,4015740168293;0;1;250000;0;0;1;41;10;0;4516;6;
4517;43,2317343951168;4,81179659188253;5,51369047619047;1;3;3;14;20;2;2;5;1;2;926,3;5,51369047619047;27877,2188133554;43,2317343951168;1;0;500000;0;0;1;41;10;0;4517;8;
4518;55,4978953650012;4,96632799292158;5,4922619047619;1;3;3;2;23;2;24;5;1;2;922,7;5,4922619047619;36119,5922968003;55,4978953650012;1;0;500000;0;0;1;54;10;0;4518;14;
4519;15,4389850422114;4,95346513722811;4,96488095238095;2;3;1;28;35;2;1;6;1;2;834,1;4,96488095238095;11182,5659406404;15,4389850422114;0;1;250000;0;0;1;67;10;0;4519;5;
4520;62,9206335457016;4,72328763558555;5,08571428571429;2;3;1;18;8;2;28;6;2;2;854,4;5,08571428571429;44456,4852869001;62,9206335457016;0;1;250000;0;0;1;57;10;0;4520;19;
4521;8,67025370863407;6,55371131732705;2,54642857142857;1;3;1;6;9;1;2;2;2;2;427,8;2,54642857142857;12246,8493887294;8,67025370863407;1;0;500000;0;0;1;19;10;0;4521;10;
4522;26,5364934134311;5,19974852331247;5,43452380952381;2;3;3;2;23;2;1;5;1;2;913;5,43452380952381;17460,3727152896;26,5364934134311;0;1;500000;0;0;1;31;10;0;4522;7;
4523;48,8393244839903;4,44748272417769;5,36071428571429;2;3;1;14;35;2;2;6;1;2;900,6;5,36071428571429;32053,0371266747;48,8393244839903;0;1;250000;0;0;1;54;10;0;4523;6;
4524;6,3092579886715;7,94516111207616;2,44761904761905;2;3;1;45;3;2;1;3;2;2;411,2;2,44761904761905;9282,51765003976;6,3092579886715;0;1;250000;0;0;1;52;10;0;4524;11;
4525;5,76642949987115;12,2873155982094;1,2797619047619;2;3;1;4;3;2;2;1;1;2;215;1,2797619047619;16252,374731163;5,76642949987115;0;1;500000;0;0;1;12;10;0;4525;2;
4526;86,8047051810591;5,66467109046976;5,55238095238095;2;3;44;14;25;2;2;5;2;2;932,8;5,55238095238095;55665,9379605616;86,8047051810591;0;1;500000;0;0;1;87;10;0;4526;13;
4527;8,02058104199429;6,0335665173699;2,86309523809524;2;3;1;4;5;2;2;3;2;2;481;2,86309523809524;10104,582669418;8,02058104199429;0;1;250000;0;0;1;14;10;0;4527;2;
4528;5,16525515983604;11,5903615068915;1,26726190476191;2;1;1;2;8;2;1;1;2;1;212,9;1,26726190476191;14641,9026410379;5,16525515983604;0;1;500000;1;0;0;14;10;0;4528;5;
4529;5,80578176274699;11,0116349096852;1,27202380952381;1;3;1;5;3;12;1;1;2;2;213,7;1,27202380952381;16466,0815843751;5,80578176274699;1;0;500000;0;0;1;22;10;0;4529;10;
4530;28,0265781917918;3,78762332033378;5,2827380952381;1;3;1;14;8;2;2;6;1;2;887,5;5,2827380952381;19051,168836452;28,0265781917918;1;0;250000;0;0;1;27;10;0;4530;3;
4531;10,1406590658146;6,56956803469441;3,7952380952381;2;3;1;45;23;2;2;3;1;2;637,6;3,7952380952381;9597,60690440421;10,1406590658146;0;1;500000;0;0;1;73;10;0;4531;12;
4532;7,74765843693728;10,6294797143221;1,25833333333333;1;3;3;2;3;2;1;1;1;2;211,4;1,25833333333333;22146,5440053668;7,74765843693728;1;0;500000;0;0;1;11;10;0;4532;28;
4533;14,2320115571417;4,01071153308692;4,84761904761905;1;3;1;5;8;2;1;6;2;2;814,4;4,84761904761905;10576,5254481235;14,2320115571417;1;0;250000;0;0;1;17;10;0;4533;2;
4534;48,5982747708005;4,92769114108699;5,54702380952381;1;3;1;14;35;4;1;5;2;2;931,9;5,54702380952381;30817,673185377;48,5982747708005;1;0;500000;0;0;1;55;10;0;4534;7;
4535;11,8231400922375;5,9769267849651;3,75;2;3;3;14;8;2;2;3;1;2;630;3,75;11386,7939283511;11,8231400922375;0;1;500000;0;0;1;29;10;0;4535;14;
4536;14,9239144969686;4,7198022743988;4,81071428571429;2;3;3;5;23;2;1;6;1;2;808,2;4,81071428571429;11172,9114456327;14,9239144969686;0;1;250000;0;0;1;34;10;0;4536;10;
4537;27,9672256745666;5,21417022107445;5,34285714285714;2;3;1;14;5;2;2;5;2;2;897,6;5,34285714285714;18811,3886720635;27,9672256745666;0;1;500000;0;0;1;24;10;0;4537;9;
4538;7,59728586128085;7,61282535066722;2,54642857142857;2;3;1;14;7;2;2;2;2;2;427,8;2,54642857142857;10762,795291482;7,59728586128085;0;1;500000;0;0;1;26;10;0;4538;2;
4539;42,5713657833739;4,4662819489017;5,35178571428572;1;3;1;14;29;49;2;6;2;2;899,1;5,35178571428572;28013,2544879435;42,5713657833739;1;0;250000;0;0;1;95;10;0;4539;8;
4540;33,0312301302337;7,21085264699462;2,91904761904762;1;1;1;14;7;41;2;6;2;2;490,4;2,91904761904762;40749,889052518;33,0312301302337;1;0;250000;1;0;0;65;10;0;4540;32;
4541;8,67025370863407;7,43053718825589;2,54642857142857;1;3;1;6;48;1;2;2;1;2;427,8;2,54642857142857;12246,8493887294;8,67025370863407;1;0;500000;0;0;1;58;10;0;4541;16;
4542;9,13234017745943;5,3846199497772;2,8875;1;3;1;14;5;2;2;3;2;2;485,1;2,8875;11370,8809593138;9,13234017745943;1;0;250000;0;0;1;24;10;0;4542;3;
4543;27,9672256745666;5,21417022107445;5,34285714285714;2;3;1;14;5;2;2;5;1;2;897,6;5,34285714285714;18811,3886720635;27,9672256745666;0;1;500000;0;0;1;24;10;0;4543;9;
4544;6,78633409458291;10,5895326601244;1,26904761904762;1;3;1;4;3;2;2;1;2;2;213,2;1,26904761904762;19287,7874613388;6,78633409458291;1;0;500000;0;0;1;12;10;0;4544;26;
4545;4,75240667281091;12,2516021550074;1,26904761904762;2;3;1;2;3;2;1;1;2;2;213,2;1,26904761904762;13471,2340588016;4,75240667281091;0;1;500000;0;0;1;9;10;0;4545;1;
4546;28,5548170119853;3,81949499381162;5,22321428571428;1;3;1;14;7;2;2;6;1;2;877,5;5,22321428571428;19585,6682442791;28,5548170119853;1;0;250000;0;0;1;26;10;0;4546;5;
4547;33,0341657313785;3,94067254905629;5,31011904761905;1;3;1;4;35;1;2;6;1;2;892,1;5,31011904761905;22223,7825054116;33,0341657313785;1;0;250000;0;0;1;43;10;0;4547;5;
4548;5,78851748339746;10,5198869028949;1,27261904761905;1;3;1;4;3;2;1;1;2;2;213,8;1,27261904761905;16407,0322985486;5,78851748339746;1;0;500000;0;0;1;11;10;0;4548;4;
4549;7,8849459142888;5,94579781120053;2,86607142857143;2;3;1;2;3;2;2;3;2;2;481,5;2,86607142857143;9913,64967564349;7,8849459142888;0;1;250000;0;0;1;10;10;0;4549;1;
4550;21,894695400314;4,81685174718342;4,92738095238095;2;3;1;45;3;2;1;6;1;2;827,8;4,92738095238095;15801,2533186697;21,894695400314;0;1;250000;0;0;1;52;10;0;4550;11;
4551;4,75249869480037;12,7931094325768;1,26904761904762;2;3;1;2;16;1;1;1;2;2;213,2;1,26904761904762;13471,4922490575;4,75249869480037;0;1;500000;0;0;1;21;10;0;4551;8;
4552;30,4640716842013;4,48749126583736;5,29047619047619;2;3;1;2;33;14;2;6;1;2;888,8;5,29047619047619;20499,9356439621;30,4640716842013;0;1;250000;0;0;1;52;10;0;4552;8;
4553;17,0427782612181;4,23524874474613;4,94107142857143;1;3;3;14;23;2;1;6;1;2;830,1;4,94107142857143;12426,9642393738;17,0427782612181;1;0;250000;0;0;1;43;10;0;4553;6;
4554;5,14499779458399;11,6271994861456;1,27797619047619;2;1;1;5;8;2;1;1;2;2;214,7;1,27797619047619;14513,7618183807;5,14499779458399;0;1;500000;1;0;0;17;10;0;4554;3;
4555;5,76642949987115;12,2873155982094;1,2797619047619;2;3;1;4;3;2;2;1;2;2;215;1,2797619047619;16252,374731163;5,76642949987115;0;1;500000;0;0;1;12;10;0;4555;2;
4556;11,3956930761436;4,93398653103679;4,61785714285714;2;3;1;2;29;2;1;6;2;2;775,8;4,61785714285714;8869,57582122437;11,3956930761436;0;1;250000;0;0;1;35;10;0;4556;2;
4557;46,443677060349;7,11831804571915;2,41964285714286;1;3;40;5;5;2;1;3;2;2;406,5;2,41964285714286;68991,8244595683;46,443677060349;1;0;250000;0;0;1;53;10;0;4557;36;
4558;44,0546095043288;3,95096180718378;5,35416666666667;1;3;3;23;17;2;2;6;2;2;899,5;5,35416666666667;29034,2644036735;44,0546095043288;1;0;250000;0;0;1;47;10;0;4558;5;
4559;52,3738583223858;4,94517206671724;5,51607142857143;1;3;1;14;35;2;2;5;1;2;926,7;5,51607142857143;33310,8887125603;52,3738583223858;1;0;500000;0;0;1;54;10;0;4559;11;
4560;17,9457482724597;4,7088665353885;5,29583333333333;1;3;1;4;5;2;1;5;1;2;889,7;5,29583333333333;12184,8159360186;17,9457482724597;1;0;500000;0;0;1;13;10;0;4560;2;
4561;8,13304971666802;6,72738089353534;2,92321428571429;2;3;1;17;35;1;2;3;2;2;491,1;2,92321428571429;9997,17945129375;8,13304971666802;0;1;250000;0;0;1;56;10;0;4561;10;
4562;7,41619842081097;6,22924638131208;2,46964285714286;1;3;1;12;5;2;1;3;2;2;414,9;2,46964285714286;10822,7243646556;7,41619842081097;1;0;250000;0;0;1;21;10;0;4562;2;
4563;9,49216857881024;6,79057498805538;3,57142857142857;2;2;1;2;23;4;1;3;1;2;600;3,57142857142857;9597,43979247983;9,49216857881024;0;1;500000;0;1;0;31;10;0;4563;15;
4564;28,6380525963725;5,36428199889885;5,1922619047619;2;3;3;14;3;2;2;5;1;2;872,3;5,1922619047619;19834,946493954;28,6380525963725;0;1;500000;0;0;1;24;10;0;4564;13;
4565;6,78633409458291;12,0345861574548;1,26904761904762;1;3;1;4;35;2;2;1;1;2;213,2;1,26904761904762;19287,7874613388;6,78633409458291;1;0;500000;0;0;1;44;10;0;4565;34;
4566;16,9857960836226;3,96914164315213;4,8125;1;3;3;2;3;1;2;6;1;2;808,5;4,8125;12686,1018028982;16,9857960836226;1;0;250000;0;0;1;11;10;0;4566;6;
4567;46,8386853493768;5,3292888158841;5,51607142857143;2;3;1;14;33;2;1;5;1;2;926,7;5,51607142857143;29653,1641344004;46,8386853493768;0;1;500000;0;0;1;51;10;0;4567;12;
4568;40,8205915664024;4,82215665399154;5,46726190476191;1;3;3;14;17;2;2;5;1;2;918,5;5,46726190476191;26742,1472013017;40,8205915664024;1;0;500000;0;0;1;38;10;0;4568;10;
4569;53,5532290152767;4,11770680026376;5,35952380952381;1;3;3;23;33;2;2;6;2;2;900,4;5,35952380952381;34834,3751524814;53,5532290152767;1;0;250000;0;0;1;63;10;0;4569;6;
4570;6,3092579886715;7,94516111207616;2,44761904761905;2;3;1;45;3;2;1;3;2;2;411,2;2,44761904761905;9282,51765003976;6,3092579886715;0;1;250000;0;0;1;52;10;0;4570;11;
4571;66,2778986198956;5,05085854055535;5,53809523809524;1;3;3;14;35;2;12;5;1;2;930,4;5,53809523809524;42122,6919352208;66,2778986198956;1;0;500000;0;0;1;66;10;0;4571;10;
4572;4,75240667281091;13,4699935295385;1,26904761904762;2;3;1;2;30;2;1;1;2;2;213,2;1,26904761904762;13471,2340588016;4,75240667281091;0;1;500000;0;0;1;36;10;0;4572;13;
4573;7,19291057538966;11,5405102677532;1,26309523809524;2;1;2;4;2;2;2;1;1;2;212,2;1,26309523809524;20501,253557299;7,19291057538966;0;1;500000;1;0;0;12;10;0;4573;38;
4574;5,16977055960306;13,495298107228;1,2547619047619;2;1;1;14;35;2;1;1;1;2;210,8;1,2547619047619;14823,8305188493;5,16977055960306;0;1;500000;1;0;0;53;10;0;4574;19;
4575;24,2439598697025;4,70736243857817;5,38214285714286;1;3;3;5;8;2;2;5;2;2;904,2;5,38214285714286;16190,3614526613;24,2439598697025;1;0;500000;0;0;1;20;10;0;4575;6;
