Iteration;minWIP;minPayOff;maxTP;S1_ActiveNum;S3_ActiveNum;B1_Capacity;B3_Capacity;B4_Capacity;B5_Capacity;B2_Capacity;N2;M3;M6;PartsProduced;Throughput;LeadTime;WIP;TwoOld;OneNew;ParallelMCost;TwoSlow;ThreeSlow;TwoFast;NumBuffers;Replications;ConstraintViolation;Iteration;Rank;
2204;12,0909939306683;5,92456731653385;3,74523809523809;2;3;3;14;4;2;2;3;1;2;629,2;3,74523809523809;11601,4881312533;12,0909939306683;0;1;500000;0;0;1;25;10;0;2204;15;
2205;8,19255576168524;11,8495546802773;1,29761904761905;2;1;3;4;15;2;2;1;2;1;218;1,29761904761905;22698,9441767486;8,19255576168524;0;1;500000;1;0;0;26;10;0;2205;28;
2206;10,6439336922436;7,17379495108983;2,51130952380952;1;3;3;4;11;22;2;2;2;1;421,9;2,51130952380952;15287,1878106072;10,6439336922436;1;0;500000;0;0;1;42;10;0;2206;34;
2207;45,2141934747658;4,43413524000898;5,27321428571428;2;3;19;4;19;2;2;6;2;2;885,9;5,27321428571428;30791,668009726;45,2141934747658;0;1;250000;0;0;1;46;10;0;2207;11;
2208;28,873852516638;4,87836036990252;5,46428571428572;1;3;3;4;15;19;2;5;2;2;918;5,46428571428572;19055,0215836403;28,873852516638;1;0;500000;0;0;1;43;10;0;2208;4;
2209;10,2508562784157;6,54811571037802;2,92857142857143;2;3;3;23;17;2;2;3;2;1;492;2,92857142857143;12599,6154325978;10,2508562784157;0;1;250000;0;0;1;47;10;0;2209;17;
2210;11,1986055625149;5,02130393287689;2,96190476190476;1;3;3;4;1;2;2;3;2;2;497,6;2,96190476190476;13574,7350713294;11,1986055625149;1;0;250000;0;0;1;12;10;0;2210;7;
2211;14,5687822344956;4,79301780668688;4,82380952380952;2;3;3;4;11;22;1;6;2;2;810,4;4,82380952380952;10881,6808973548;14,5687822344956;0;1;250000;0;0;1;41;10;0;2211;10;
2212;12,7077758523089;5,69255471543613;3,2;1;3;3;38;24;2;3;3;2;2;537,6;3,2;14328,2735563277;12,7077758523089;1;0;250000;0;0;1;70;10;0;2212;13;
2213;9,39620210770614;7,02567669057529;2,41785714285714;1;3;3;37;6;2;1;3;2;2;406,2;2,41785714285714;14000,6131775752;9,39620210770614;1;0;250000;0;0;1;49;10;0;2213;23;
2214;8,32145927951135;8,37400670440635;2,41904761904762;2;3;3;49;11;2;1;3;2;2;406,4;2,41904761904762;12406,3738996209;8,32145927951135;0;1;250000;0;0;1;66;10;0;2214;20;
2215;15,2153939630574;4,05786014150014;4,7625;1;3;3;4;5;2;1;6;2;2;800,1;4,7625;11492,1728612534;15,2153939630574;1;0;250000;0;0;1;15;10;0;2215;4;
2216;13,6310181487346;5,54298506668802;3,76547619047619;1;3;3;4;30;2;3;3;1;1;632,6;3,76547619047619;13058,2430645429;13,6310181487346;1;0;500000;0;0;1;42;10;0;2216;13;
2217;69,5068246115994;5,64172039825562;5,49464285714286;2;3;3;48;24;2;2;5;2;1;923,1;5,49464285714286;43677,986235114;69,5068246115994;0;1;500000;0;0;1;79;10;0;2217;19;
2218;42,7289752681962;4,87553426824078;5,47857142857143;1;3;3;14;24;2;1;5;2;2;920,4;5,47857142857143;27529,3846653645;42,7289752681962;1;0;500000;0;0;1;44;10;0;2218;10;
2219;18,7303581635321;4,21098944386475;5,13273809523809;2;3;3;4;5;1;2;6;2;2;862,3;5,13273809523809;13159,7609941911;18,7303581635321;0;1;250000;0;0;1;15;10;0;2219;4;
2220;8,32145927951135;9,29787165906504;2,41904761904762;2;3;3;49;50;2;1;3;2;1;406,4;2,41904761904762;12406,3738996209;8,32145927951135;0;1;250000;0;0;1;105;10;0;2220;23;
2221;15,9455455451137;4,59828772462977;4,93630952380952;1;3;3;4;11;4;2;4;1;2;829,3;4,93630952380952;11621,9486820985;15,9455455451137;1;0;500000;0;0;1;24;10;0;2221;7;
2222;10,2508562784157;6,41108488833723;2,92857142857143;2;3;3;14;19;2;2;3;2;1;492;2,92857142857143;12599,6154325978;10,2508562784157;0;1;250000;0;0;1;40;10;0;2222;16;
2223;12,6529867862254;5,09617848912345;3,18630952380952;1;3;3;4;24;2;3;3;2;2;535,3;3,18630952380952;14330,9812992491;12,6529867862254;1;0;250000;0;0;1;36;10;0;2223;10;
2224;15,2153939630574;4,05786014150014;4,7625;1;3;3;4;5;2;1;6;2;2;800,1;4,7625;11492,1728612534;15,2153939630574;1;0;250000;0;0;1;15;10;0;2224;4;
2225;20,9908454197533;3,74531030607639;5,18928571428571;1;3;3;4;7;1;2;6;1;2;871,8;5,18928571428571;14575,8658795426;20,9908454197533;1;0;250000;0;0;1;17;10;0;2225;1;
2226;53,1682369842502;4,87087717163188;5,62321428571429;1;3;3;14;35;2;2;5;1;1;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;56;10;0;2226;1;
2227;9,5737255307002;8,06130544703146;2,50357142857143;2;3;3;4;19;12;2;2;2;1;420,6;2,50357142857143;13758,8725735587;9,5737255307002;0;1;500000;0;0;1;40;10;0;2227;26;
2228;26,8485650769661;4,71976483599537;4,56845238095238;1;2;3;14;5;1;1;6;2;2;767,5;4,56845238095238;21075,1311443535;26,8485650769661;1;0;250000;0;1;0;24;10;0;2228;14;
2229;43,9508843378295;4,01116730570988;5,38690476190476;1;3;3;4;44;2;2;6;2;2;905;5,38690476190476;28934,7269008377;43,9508843378295;1;0;250000;0;0;1;55;10;0;2229;3;
2230;11,6394199958996;5,88946356023447;3,64166666666667;2;3;3;4;1;2;2;3;1;2;611,8;3,64166666666667;11523,4391592919;11,6394199958996;0;1;500000;0;0;1;12;10;0;2230;15;
2231;11,6394199958996;5,88946356023447;3,64166666666667;2;3;3;4;1;2;2;3;1;2;611,8;3,64166666666667;11523,4391592919;11,6394199958996;0;1;500000;0;0;1;12;10;0;2231;15;
2232;32,427772270309;4,29250815739666;5,30059523809524;2;3;3;4;24;2;2;6;2;2;890,5;5,30059523809524;21830,4824328764;32,427772270309;0;1;250000;0;0;1;35;10;0;2232;8;
2233;26,0768804547562;4,24067193521329;5,24583333333333;2;3;3;4;15;2;2;6;2;2;881,3;5,24583333333333;17834,2745050825;26,0768804547562;0;1;250000;0;0;1;26;10;0;2233;4;
2234;32,427772270309;4,29250815739666;5,30059523809524;2;3;3;4;24;2;2;6;2;2;890,5;5,30059523809524;21830,4824328764;32,427772270309;0;1;250000;0;0;1;35;10;0;2234;8;
2235;7,81283460340854;12,4256550343569;1,26071428571428;1;3;3;14;11;22;1;1;2;2;211,8;1,26071428571428;22335,2520476232;7,81283460340854;1;0;500000;0;0;1;51;10;0;2235;48;
2236;18,6008733487632;4,69907445829828;4,46666666666667;1;2;3;4;5;1;1;6;2;2;750,4;4,46666666666667;14944,680708688;18,6008733487632;1;0;250000;0;1;0;14;10;0;2236;13;
2237;30,8081120996937;5,10889200349344;5,50773809523809;2;3;3;4;19;1;2;5;2;2;925,3;5,50773809523809;20081,8122974613;30,8081120996937;0;1;500000;0;0;1;29;10;0;2237;4;
2238;8,13741906512024;7,36140967861641;2,36547619047619;2;3;3;4;6;2;1;3;2;1;397,4;2,36547619047619;12414,0882262707;8,13741906512024;0;1;250000;0;0;1;16;10;0;2238;19;
2239;8,45960866191733;7,72896176320634;2,47142857142857;2;3;3;4;11;2;1;2;2;2;415,2;2,47142857142857;12357,3295810468;8,45960866191733;0;1;500000;0;0;1;21;10;0;2239;19;
2240;11,3284073343164;5,84739686420415;2,95357142857143;1;3;3;23;24;2;2;3;2;2;496,2;2,95357142857143;13810,1911884467;11,3284073343164;1;0;250000;0;0;1;54;10;0;2240;20;
2241;26,373381814471;4,26944441550508;5,23571428571429;2;3;3;4;17;2;2;6;2;2;879,6;5,23571428571429;18020,538041029;26,373381814471;0;1;250000;0;0;1;28;10;0;2241;5;
2242;11,6891950666239;6,02428948543189;3,6922619047619;2;3;3;4;15;2;2;3;1;2;620,3;3,6922619047619;11372,2680863029;11,6891950666239;0;1;500000;0;0;1;26;10;0;2242;18;
2243;40,9427999885727;5,58455613854778;3,30297619047619;1;3;31;14;24;2;3;3;2;2;554,9;3,30297619047619;44744,6210143631;40,9427999885727;1;0;250000;0;0;1;74;10;0;2243;22;
2244;12,9796631206384;5,35998221806345;3,38333333333334;2;3;3;14;6;2;4;3;2;2;568,4;3,38333333333334;13800,3861509435;12,9796631206384;0;1;250000;0;0;1;29;10;0;2244;12;
2245;7,79627289584784;10,9678160024291;1,27142857142857;1;3;3;14;1;2;1;1;2;1;213,6;1,27142857142857;22090,893336119;7,79627289584784;1;0;500000;0;0;1;21;10;0;2245;27;
2246;6,74370719581667;13,5363970926754;1,26071428571429;2;3;3;14;15;2;1;1;1;2;211,8;1,26071428571429;19307,5815109404;6,74370719581667;0;1;500000;0;0;1;35;10;0;2246;38;
2247;40,471041750662;4,84181612401824;5,54047619047619;1;3;3;4;35;2;2;5;1;1;930,8;5,54047619047619;25899,0499373505;40,471041750662;1;0;500000;0;0;1;46;10;0;2247;4;
2248;20,9393328819298;5,41233362426369;5,1375;1;3;3;4;2;2;2;6;2;1;863,1;5,1375;14695,9451905139;20,9393328819298;1;0;500000;0;0;1;13;10;0;2248;10;
2249;15,3199439935646;4,10248634379446;4,72857142857143;1;3;3;4;7;1;1;6;1;2;794,4;4,72857142857143;11667,4733062199;15,3199439935646;1;0;250000;0;0;1;16;10;0;2249;5;
2250;30,1018454027084;5,98556401194945;4,92440476190476;1;3;3;14;1;22;2;6;2;1;827,3;4,92440476190476;22017,1843031719;30,1018454027084;1;0;500000;0;0;1;42;10;0;2250;17;
2251;6,74680346275329;13,0758294241236;1,24285714285714;2;3;3;4;11;2;1;1;2;2;208,8;1,24285714285714;19566,8409609802;6,74680346275329;0;1;500000;0;0;1;21;10;0;2251;37;
2252;9,5737255307002;7,55818851133021;2,50357142857143;2;3;3;4;7;2;2;2;1;1;420,6;2,50357142857143;13758,8725735587;9,5737255307002;0;1;500000;0;0;1;18;10;0;2252;21;
2253;30,0276489499509;3,75608051789997;5,35714285714286;1;3;3;4;19;1;2;6;2;2;900;5,35714285714286;20247,6020519119;30,0276489499509;1;0;250000;0;0;1;29;10;0;2253;1;
2254;28,5925882451567;5,11685480256125;4,98690476190476;1;3;3;14;1;3;2;5;2;2;837,8;4,98690476190476;20622,3384815984;28,5925882451567;1;0;500000;0;0;1;23;10;0;2254;14;
2255;7,81283460340854;11,7896068790333;1,26071428571428;1;3;3;7;24;2;1;1;2;1;211,8;1,26071428571428;22335,2520476232;7,81283460340854;1;0;500000;0;0;1;37;10;0;2255;40;
2256;57,7539802217136;5,0553178501199;4,62797619047619;1;2;3;14;33;4;2;6;2;2;777,5;4,62797619047619;44007,675365319;57,7539802217136;1;0;250000;0;1;0;56;10;0;2256;21;
2257;22,1865523385859;4,43562702609264;5,22321428571428;2;3;3;4;11;22;2;6;2;2;877,5;5,22321428571428;15280,9836138902;22,1865523385859;0;1;250000;0;0;1;42;10;0;2257;6;
2258;30,5633546549405;5,09708366984752;5,56488095238095;2;3;3;4;23;2;1;5;2;1;934,9;5,56488095238095;19621,0080429821;30,5633546549405;0;1;500000;0;0;1;33;10;0;2258;1;
2259;38,2859225781846;4,78866368687725;5,51666666666667;1;3;3;7;24;3;2;5;2;2;926,8;5,51666666666667;24623,2263606895;38,2859225781846;1;0;500000;0;0;1;39;10;0;2259;7;
2260;9,68035721422518;7,16659371054872;2,5202380952381;1;3;3;25;6;8;1;2;2;2;423,4;2,5202380952381;13796,2890990076;9,68035721422518;1;0;500000;0;0;1;43;10;0;2260;20;
2261;26,5292003637501;4,72158131768352;5,38928571428572;1;3;5;4;9;2;2;5;2;2;905,4;5,38928571428572;17711,3028296482;26,5292003637501;1;0;500000;0;0;1;22;10;0;2261;5;
2262;9,62070572708079;6,91299908594407;2,48988095238095;1;3;3;4;19;1;1;2;2;2;418,3;2,48988095238095;13835,392326931;9,62070572708079;1;0;500000;0;0;1;28;10;0;2262;22;
2263;22,4467997130894;5,76818866491303;5,24583333333333;2;3;3;4;5;2;2;6;2;1;881,3;5,24583333333333;15386,6003197206;22,4467997130894;0;1;500000;0;0;1;16;10;0;2263;9;
2264;65,293339674367;5,19757280264395;5,5125;1;3;3;48;24;2;1;5;2;2;926,1;5,5125;41052,7821149761;65,293339674367;1;0;500000;0;0;1;78;10;0;2264;16;
2265;13,0055024921887;5,16210375867188;3,34464285714286;2;3;3;4;1;2;4;3;2;2;561,9;3,34464285714286;14015,0020962835;13,0055024921887;0;1;250000;0;0;1;14;10;0;2265;10;
2266;52,3137348483864;8,10441101063685;3,16190476190476;1;1;3;14;24;2;2;5;2;2;531,2;3,16190476190476;59270,5231699781;52,3137348483864;1;0;500000;1;0;0;45;10;0;2266;31;
2267;12,6529867862254;4,86249129209134;3,18630952380952;1;3;3;4;11;2;3;3;2;2;535,3;3,18630952380952;14330,9812992491;12,6529867862254;1;0;250000;0;0;1;23;10;0;2267;9;
2268;35,7945034792372;4,92927974470237;5,48690476190476;1;3;3;14;11;20;2;5;2;2;921,8;5,48690476190476;23426,6345728728;35,7945034792372;1;0;500000;0;0;1;50;10;0;2268;7;
2269;6,74370719581667;13,5363970926754;1,26071428571429;2;3;3;14;15;2;1;1;1;2;211,8;1,26071428571429;19307,5815109404;6,74370719581667;0;1;500000;0;0;1;35;10;0;2269;38;
2270;11,0129562319784;6,71080079712092;2,93452380952381;2;2;3;4;15;2;2;3;2;2;493;2,93452380952381;13511,9918103581;11,0129562319784;0;1;250000;0;1;0;26;10;0;2270;17;
2271;19,7818096682023;3,77458302674048;5,11964285714286;1;3;3;4;5;1;2;6;2;2;860,1;5,11964285714286;13869,0804388912;19,7818096682023;1;0;250000;0;0;1;15;10;0;2271;2;
2272;12,6678590722413;6,20364476759826;3,14464285714286;2;2;3;4;11;2;3;3;2;2;528,3;3,14464285714286;14527,4413942546;12,6678590722413;0;1;250000;0;1;0;23;10;0;2272;19;
2273;7,81283460340854;12,1076309566951;1,26071428571428;1;3;3;14;24;2;1;1;1;2;211,8;1,26071428571428;22335,2520476232;7,81283460340854;1;0;500000;0;0;1;44;10;0;2273;45;
2274;15,1104414339973;4,31580404661003;4,75952380952381;1;3;3;4;6;22;1;6;2;2;799,6;4,75952380952381;11430,8345950266;15,1104414339973;1;0;250000;0;0;1;36;10;0;2274;9;
2275;10,6439336922436;6,71759177454993;2,51130952380952;1;3;3;4;11;2;2;2;2;2;421,9;2,51130952380952;15287,1878106072;10,6439336922436;1;0;500000;0;0;1;22;10;0;2275;32;
2276;38,7741796425488;13,4482337022019;1,27142857142857;1;3;33;14;24;3;2;1;2;1;213,6;1,27142857142857;109448,886302314;38,7741796425488;1;0;500000;0;0;1;76;10;0;2276;56;
2277;8,18354928954461;9,88658717494707;1,25476190476191;1;1;3;7;1;2;1;1;2;2;210,8;1,25476190476191;23505,8523911554;8,18354928954461;1;0;500000;1;0;0;14;10;0;2277;28;
2278;11,1986055625149;5,02130393287689;2,96190476190476;1;3;3;4;1;2;2;3;2;2;497,6;2,96190476190476;13574,7350713294;11,1986055625149;1;0;250000;0;0;1;12;10;0;2278;7;
2279;42,8920451918962;5,21879389802167;5,55595238095238;2;3;3;14;24;2;1;5;2;2;933,4;5,55595238095238;27362,6108331676;42,8920451918962;0;1;500000;0;0;1;44;10;0;2279;5;
2280;13,6310181487346;5,45174251414995;3,76547619047619;1;3;3;4;24;2;3;3;1;2;632,6;3,76547619047619;13058,2430645429;13,6310181487346;1;0;500000;0;0;1;36;10;0;2280;11;
2281;11,1986055625149;5,02130393287689;2,96190476190476;1;3;3;4;1;2;2;3;2;2;497,6;2,96190476190476;13574,7350713294;11,1986055625149;1;0;250000;0;0;1;12;10;0;2281;7;
2282;60,2253115867746;5,50991377187473;5,49107142857143;1;3;3;14;33;4;2;6;2;1;922,5;5,49107142857143;38912,7666289492;60,2253115867746;1;0;500000;0;0;1;56;10;0;2282;18;
2283;7,79202254880197;12,6452586190305;1,30178571428571;2;3;3;14;4;2;2;1;2;2;218,7;1,30178571428571;21537,214781837;7,79202254880197;0;1;500000;0;0;1;25;10;0;2283;26;
2284;53,1682369842502;4,87087717163188;5,62321428571429;1;3;3;14;35;2;2;5;2;1;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;56;10;0;2284;1;
2285;48,7401530372182;4,82102251487275;5,575;1;3;3;23;17;2;2;5;1;2;936,6;5,575;30923,3361396687;48,7401530372182;1;0;500000;0;0;1;47;10;0;2285;2;
2286;64,2474170423582;5,54479362250763;5,46785714285714;2;3;3;49;11;2;2;5;2;2;918,6;5,46785714285714;40930,665117146;64,2474170423582;0;1;500000;0;0;1;67;10;0;2286;19;
2287;17,6457009725644;4,11454812846811;4,91904761904762;1;3;3;14;11;2;1;6;2;2;826,4;4,91904761904762;12837,6461351494;17,6457009725644;1;0;250000;0;0;1;31;10;0;2287;8;
2288;32,427772270309;4,29250815739666;5,30059523809524;2;3;3;4;24;2;2;6;2;2;890,5;5,30059523809524;21830,4824328764;32,427772270309;0;1;250000;0;0;1;35;10;0;2288;8;
2289;13,2814389620702;5,2220328983556;3,41666666666667;2;3;3;14;1;2;4;3;2;2;574;3,41666666666667;14031,6548541806;13,2814389620702;0;1;250000;0;0;1;24;10;0;2289;11;
2290;42,7289752681962;5,08456038906568;5,47857142857143;1;3;3;14;24;22;1;5;2;1;920,4;5,47857142857143;27529,3846653645;42,7289752681962;1;0;500000;0;0;1;64;10;0;2290;11;
2291;24,3616025621029;5,30990339381971;5,27976190476191;1;3;3;4;5;2;3;6;2;1;887;5,27976190476191;16643,3441039558;24,3616025621029;1;0;500000;0;0;1;17;10;0;2291;10;
2292;9,96007358313431;6,47502475887195;2,85654761904762;2;3;3;4;24;2;2;3;2;2;479,9;2,85654761904762;12558,4686059566;9,96007358313431;0;1;250000;0;0;1;35;10;0;2292;25;
2293;31,8707362105856;4,27225897773173;5,33928571428571;2;3;3;4;25;2;2;6;2;2;897;5,33928571428571;21317,1541150832;31,8707362105856;0;1;250000;0;0;1;36;10;0;2293;4;
2294;15,1339324288412;4,08086697767149;4,72261904761905;1;3;3;4;5;1;1;6;2;2;793,4;4,72261904761905;11552,82186762;15,1339324288412;1;0;250000;0;0;1;14;10;0;2294;4;
2295;22,2873838376455;5,37108413007506;5,40833333333333;1;3;3;4;5;22;1;6;2;1;908,6;5,40833333333333;14857,8909221817;22,2873838376455;1;0;500000;0;0;1;35;10;0;2295;6;
2296;19,7818096682023;3,77458302674048;5,11964285714286;1;3;3;4;5;1;2;6;2;2;860,1;5,11964285714286;13869,0804388912;19,7818096682023;1;0;250000;0;0;1;15;10;0;2296;2;
2297;54,5222731248163;5,5116927830319;4,73095238095238;2;2;22;14;24;2;1;6;2;2;794,8;4,73095238095238;40721,6345835165;54,5222731248163;0;1;250000;0;1;0;63;10;0;2297;22;
2298;10,944473174223;5,99607552187561;3,70892857142857;2;3;3;14;6;2;1;3;1;1;623,1;3,70892857142857;10594,6991254232;10,944473174223;0;1;500000;0;0;1;26;10;0;2298;13;
2299;7,77452870774307;12,240718103174;1,29821428571429;2;3;3;4;4;2;2;1;2;1;218,1;1,29821428571429;21536,3269534035;7,77452870774307;0;1;500000;0;0;1;15;10;0;2299;26;
2300;10,4881704148465;6,00800146986804;3,60773809523809;2;3;3;4;6;2;1;3;1;1;606,1;3,60773809523809;10488,4120202187;10,4881704148465;0;1;500000;0;0;1;16;10;0;2300;11;
2301;7,79202254880197;12,6452586190305;1,30178571428571;2;3;3;14;4;2;2;1;2;1;218,7;1,30178571428571;21537,214781837;7,79202254880197;0;1;500000;0;0;1;25;10;0;2301;26;
2302;101,673573056174;4,93041656292848;5,07916666666667;1;3;3;34;11;22;45;6;2;2;853,3;5,07916666666667;69110,7661005617;101,673573056174;1;0;250000;0;0;1;115;10;0;2302;24;
2303;34,1759918803739;4,72195543030247;4,62559523809524;1;2;3;4;19;1;2;6;2;2;777,1;4,62559523809524;26543,4054575599;34,1759918803739;1;0;250000;0;1;0;29;10;0;2303;14;
2304;53,1682369842502;4,87087717163188;5,62321428571429;1;3;3;14;35;2;2;5;1;1;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;56;10;0;2304;1;
2305;10,944473174223;5,99607552187561;3,70892857142857;2;3;3;14;6;2;1;3;1;1;623,1;3,70892857142857;10594,6991254232;10,944473174223;0;1;500000;0;0;1;26;10;0;2305;13;
2306;56,4260362865674;5,46141674081721;5,03630952380952;2;3;3;14;9;1;41;4;1;2;846,1;5,03630952380952;40254,3462933624;56,4260362865674;0;1;500000;0;0;1;68;10;0;2306;21;
2307;7,81283460340854;11,6987428568442;1,26071428571428;1;3;3;14;15;2;1;1;2;2;211,8;1,26071428571428;22335,2520476232;7,81283460340854;1;0;500000;0;0;1;35;10;0;2307;39;
2308;8,78983558080512;12,3188012334937;1,29464285714286;1;3;3;14;35;2;2;1;1;1;217,5;1,29464285714286;24484,5863657476;8,78983558080512;1;0;500000;0;0;1;56;10;0;2308;42;
2309;20,2521769130783;4,75342864766952;5,27083333333333;1;3;3;4;4;2;2;5;2;1;885,5;5,27083333333333;13854,5686049925;20,2521769130783;1;0;500000;0;0;1;15;10;0;2309;5;
2310;8,2520028118616;7,14368070607992;2,39345238095238;2;3;3;4;1;2;1;3;2;2;402,1;2,39345238095238;12380,4730677325;8,2520028118616;0;1;250000;0;0;1;11;10;0;2310;15;
2311;9,78003704382542;12,7005026638874;1,29166666666667;2;3;3;4;11;2;4;1;2;2;217;1,29166666666667;27351,5689318892;9,78003704382542;0;1;500000;0;0;1;24;10;0;2311;45;
2312;7,79202254880197;12,6452586190305;1,30178571428571;2;3;3;14;4;2;2;1;1;1;218,7;1,30178571428571;21537,214781837;7,79202254880197;0;1;500000;0;0;1;25;10;0;2312;26;
2313;8,59561952229622;7,89932809079848;2,51904761904762;2;3;3;14;15;2;1;2;1;2;423,2;2,51904761904762;12298,0629471988;8,59561952229622;0;1;500000;0;0;1;35;10;0;2313;16;
2314;14,6147296541111;5,1565844901373;3,49285714285714;2;3;3;14;3;2;5;3;2;2;586,8;3,49285714285714;15051,5057870584;14,6147296541111;0;1;250000;0;0;1;27;10;0;2314;13;
2315;6,74370719581667;13,5363970926754;1,26071428571429;2;3;3;14;15;2;1;1;1;2;211,8;1,26071428571429;19307,5815109404;6,74370719581667;0;1;500000;0;0;1;35;10;0;2315;38;
2316;9,96007358313431;6,55533514347811;2,85654761904762;2;3;3;4;28;2;2;3;2;2;479,9;2,85654761904762;12558,4686059566;9,96007358313431;0;1;250000;0;0;1;39;10;0;2316;28;
2317;8,45960866191733;7,82166295376954;2,47142857142857;2;3;3;4;15;2;1;2;2;2;415,2;2,47142857142857;12357,3295810468;8,45960866191733;0;1;500000;0;0;1;25;10;0;2317;21;
2318;18,9047262764553;5,44060763632371;4,99404761904762;1;3;3;36;33;28;2;4;1;2;839;4,99404761904762;13605,9311495538;18,9047262764553;1;0;500000;0;0;1;102;10;0;2318;12;
2319;65,1439056319466;5,46672041304155;5,48154761904762;2;3;3;14;17;1;26;5;2;2;920,9;5,48154761904762;42256,9863097373;65,1439056319466;0;1;500000;0;0;1;61;10;0;2319;18;
2320;24,2057290956187;4,27781105101101;5,25297619047619;1;3;3;4;11;50;2;6;2;2;882,5;5,25297619047619;16564,932161975;24,2057290956187;1;0;250000;0;0;1;70;10;0;2320;4;
2321;24,1349595436301;5,64621866101627;5,38035714285714;2;3;3;4;7;2;2;6;1;1;903,9;5,38035714285714;16176,4338888267;24,1349595436301;0;1;500000;0;0;1;18;10;0;2321;8;
2322;40,471041750662;5,04851051565189;5,54047619047619;1;3;3;4;35;22;2;5;2;2;930,8;5,54047619047619;25899,0499373505;40,471041750662;1;0;500000;0;0;1;66;10;0;2322;7;
2323;61,318978537556;5,56626299848187;5,42559523809524;1;3;3;37;11;2;2;6;2;1;911,5;5,42559523809524;40150,9108914981;61,318978537556;1;0;500000;0;0;1;55;10;0;2323;20;
2324;9,96007358313431;6,21401600890192;2,85654761904762;2;3;3;4;11;2;2;3;2;2;479,9;2,85654761904762;12558,4686059566;9,96007358313431;0;1;250000;0;0;1;22;10;0;2324;20;
2325;17,934246016721;4,35570962798776;4,975;1;3;3;32;19;1;1;6;2;2;835,8;4,975;12973,178481092;17,934246016721;1;0;250000;0;0;1;56;10;0;2325;5;
2326;22,1865523385859;4,21631295805345;5,22321428571428;2;3;3;4;11;2;2;6;2;2;877,5;5,22321428571428;15280,9836138902;22,1865523385859;0;1;250000;0;0;1;22;10;0;2326;4;
2327;7,81283460340854;12,607383078735;1,26071428571428;1;3;3;14;33;4;1;1;2;2;211,8;1,26071428571428;22335,2520476232;7,81283460340854;1;0;500000;0;0;1;55;10;0;2327;49;
2328;9,69185627789953;8,56765053404037;2,53035714285714;2;3;3;14;23;24;2;2;1;1;425,1;2,53035714285714;13813,9549984911;9,69185627789953;0;1;500000;0;0;1;66;10;0;2328;27;
2329;50,8231561696502;5,44455273007617;5,34880952380952;2;3;3;4;4;2;33;5;2;1;898,6;5,34880952380952;34261,7220252144;50,8231561696502;0;1;500000;0;0;1;46;10;0;2329;18;
2330;50,2795475841603;5,36479900838907;5,51071428571429;1;3;3;4;35;1;1;6;1;1;925,8;5,51071428571429;32430,2575774815;50,2795475841603;1;0;500000;0;0;1;44;10;0;2330;13;
2331;21,386771128349;4,75687157649168;5,27857142857143;1;3;3;4;5;2;2;5;2;2;886,8;5,27857142857143;14617,4009473836;21,386771128349;1;0;500000;0;0;1;16;10;0;2331;7;
2332;34,1606717183022;4,0090700317626;5,02142857142857;1;3;15;4;5;2;3;6;1;2;843,6;5,02142857142857;24470,1706317581;34,1606717183022;1;0;250000;0;0;1;29;10;0;2332;10;
2333;24,9411779605186;5,28219624912727;5,30535714285714;1;3;3;4;7;1;2;6;2;1;891,3;5,30535714285714;16929,2915433664;24,9411779605186;1;0;500000;0;0;1;17;10;0;2333;10;
2334;7,79627289584784;10,9678160024291;1,27142857142857;1;3;3;14;1;2;1;1;2;1;213,6;1,27142857142857;22090,893336119;7,79627289584784;1;0;500000;0;0;1;21;10;0;2334;27;
2335;46,3662868479301;4,83145493315546;5,55178571428571;1;3;3;14;24;2;3;5;2;1;932,7;5,55178571428571;29537,3341102235;46,3662868479301;1;0;500000;0;0;1;46;10;0;2335;4;
2336;8,78983558080512;12,3188012334937;1,29464285714286;1;3;3;14;35;2;2;1;2;1;217,5;1,29464285714286;24484,5863657476;8,78983558080512;1;0;500000;0;0;1;56;10;0;2336;42;
2337;40,471041750662;4,84181612401824;5,54047619047619;1;3;3;4;35;2;2;5;1;1;930,8;5,54047619047619;25899,0499373505;40,471041750662;1;0;500000;0;0;1;46;10;0;2337;4;
2338;9,80163034662546;14,4646660866594;1,28928571428572;2;3;3;14;15;27;4;1;1;2;216,6;1,28928571428572;27437,2133016953;9,80163034662546;0;1;500000;0;0;1;63;10;0;2338;49;
2339;11,05321660124;5,22122455333146;2,88095238095238;1;3;3;4;4;2;2;3;2;1;484;2,88095238095238;13835,7186123577;11,05321660124;1;0;250000;0;0;1;15;10;0;2339;7;
2340;11,3747399131144;5,49153988546023;2,97738095238095;1;3;3;7;24;2;2;3;2;2;500,2;2,97738095238095;13750,5597210865;11,3747399131144;1;0;250000;0;0;1;38;10;0;2340;11;
2341;66,1623588219488;5,75731465810297;5,57440476190476;2;3;3;49;42;3;1;5;2;2;936,5;5,57440476190476;40371,2469888803;66,1623588219488;0;1;500000;0;0;1;98;10;0;2341;10;
2342;7,1402534707589;12,7758797136559;1,25952380952381;2;1;3;8;24;2;1;1;2;2;211,6;1,25952380952381;20441,3071264044;7,1402534707589;0;1;500000;1;0;0;38;10;0;2342;49;
